,Unnamed: 0,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
5173,5173,PRINCE,CALL MY NAME,61.75,75.0,18.0,"POP,R&;B"
5174,5174,THE BLACK EYED PEAS,LET'S GET IT STARTED,41.294117647058826,21.0,20.0,"HIP-HOP,RAP"
5175,5175,SARA EVANS,SUDS IN THE BUCKET,80.7,33.0,20.0,COUNTRY
5176,5176,"R. KELLY, JAY",BIG CHIPS,53.0,39.0,9.0,POP
5177,5177,AKON,LOCKED UP,18.76923076923077,8.0,27.0,"R&;B,RAP"
5178,5178,MASE,"BREATHE, STRETCH, SHAKE",100.0,28.0,16.0,RAP
5179,5179,NAS,BRIDGING THE GAP,91.0,94.0,4.0,RAP
5180,5180,HOOBASTANK,THE REASON,80.77777777777777,2.0,38.0,"ALTERNATIVE ROCK,SOUNDTRACK,POP,POP-ROCK,ROCK"
5181,5181,ALICIA KEYS,IF I AIN'T GOT YOU,36.83018867924528,4.0,40.0,R&;B
5182,5182,MAROON 5,THIS LOVE,75.0,5.0,43.0,"ADULT ALTERNATIVE,ADULT CONTEMPORARY,POP-ROCK,ROCK,POP"
5183,5183,NELLY,MY PLACE,85.0,4.0,20.0,"POP,SOUL POP,SOUL,HIP-HOP,R&;B,RAP"
5184,5184,LINKIN PARK,BREAKING THE HABIT,34.04761904761905,20.0,20.0,"ALTERNATIVE ROCK,ROCK"
5185,5185,TOBY KEITH,STAYS IN MEXICO,90.57142857142856,51.0,15.0,COUNTRY
5186,5186,DURAN DURAN,SUNRISE,85.5,89.0,5.0,"POP,SYNTH-POP,NEW WAVE"
5187,5187,KEITH URBAN,DAYS GO BY,43.15,31.0,19.0,COUNTRY
5188,5188,JADAKISS,WHY?,52.391304347826086,11.0,20.0,RAP
5189,5189,GRETCHEN WILSON,HERE FOR THE PARTY,60.5,39.0,17.0,COUNTRY
5190,5190,ASHLEE SIMPSON,PIECES OF ME,68.0,5.0,21.0,"POP,POP-ROCK"
5191,5191,LIL' FLIP,SUNSHINE,24.105263157894736,2.0,23.0,POP
5192,5192,LL COOL J,HEADSPRUNG,51.0,16.0,20.0,RAP
5193,5193,BEENIE MAN,KING OF THE DANCEHALL,89.4,80.0,12.0,"POP,REGGAE,JAMAICA,RAP,DANCEHALL"
5194,5194,VANESSA CARLTON,WHITE HOUSES,41.35,86.0,6.0,POP
5195,5195,NEW EDITION,HOT 2NITE,51.35,87.0,12.0,R&;B
5196,5196,JOE NICHOLS,IF NOBODY BELIEVED IN YOU,47.84615384615385,68.0,14.0,COUNTRY
5197,5197,R. KELLY,U SAVED ME,43.35,52.0,16.0,"GOSPEL,SOUL,SOUL POP,POP,R&;B"
5198,5198,USHER,YEAH!,48.0,1.0,45.0,"DIRTY SOUTH,HIP-HOP,RAP,CRUNK,R&;B,PRODUCER"
5199,5199,CHRISTINA MILIAN,DIP IT LOW,51.5945945945946,5.0,30.0,"R&;B,RAP"
5200,5200,ASHLEE SIMPSON,SHADOW,90.0,57.0,7.0,"POP,POP-ROCK"
5201,5201,ANDY GRIGGS,SHE THINKS SHE NEEDS ME,88.0,43.0,16.0,COUNTRY
5202,5202,THE GAME,WESTSIDE STORY,68.41176470588235,93.0,4.0,RAP
5203,5203,NELLY,FLAP YOUR WINGS,26.178571428571427,52.0,11.0,"HIP-HOP,RAP"
5204,5204,RASCAL FLATTS,FEELS LIKE TODAY,34.0,56.0,13.0,COUNTRY
5205,5205,COUNTING CROWS,ACCIDENTALLY IN LOVE,93.0,39.0,20.0,"SCREEN,SOUNDTRACK,POP-ROCK,ALTERNATIVE ROCK,ROCK"
5206,5206,FRANZ FERDINAND,TAKE ME OUT,32.206896551724135,66.0,19.0,"POST-PUNK REVIVAL,ROCK,UK,INDIE ROCK"
5207,5207,T.I.,LET'S GET AWAY,85.0,35.0,18.0,RAP
5208,5208,HOUSTON,I LIKE THAT,89.0,11.0,20.0,POP
5209,5209,ALAN JACKSON,TOO MUCH OF A GOOD THING,33.2962962962963,46.0,13.0,COUNTRY
5210,5210,NINA SKY,MOVE YA BODY,62.55,4.0,26.0,"DANCEHALL,POP"
5211,5211,JOJO,LEAVE,57.05,12.0,29.0,"R&;B,ROCK"
5212,5212,KANYE WEST,JESUS WALKS,55.0,11.0,25.0,"GOSPEL,CONSCIOUS HIP-HOP,CHRISTIAN,RAP"
5213,5213,KENNY CHESNEY,I GO BACK,34.0,32.0,20.0,"COUNTRY,ROCK"
5214,5214,USHER,CONFESSIONS PART II,40.57142857142857,1.0,25.0,"NEO SOUL,SOUL POP,SOUL,R&;B"
5215,5215,MONICA,U SHOULD'VE KNOWN BETTER,81.71428571428571,19.0,20.0,"SOUL,R&;B,POP"
5216,5216,TERRI CLARK,GIRLS LIE TOO,48.0,36.0,15.0,COUNTRY
5217,5217,TWISTA,SO SEXY,45.10344827586207,25.0,17.0,RAP
5218,5218,NICKELBACK,FEELIN' WAY TOO DAMN GOOD,67.4,48.0,16.0,ROCK
5219,5219,BRAD PAISLEY,WHISKEY LULLABY,77.0,41.0,18.0,COUNTRY
5220,5220,SWITCHFOOT,MEANT TO LIVE,72.0,18.0,28.0,"CHRISTIAN ROCK,CHRISTIAN,POST-GRUNGE,ALTERNATIVE,ALTERNATIVE ROCK,ROCK"
5221,5221,CHRISTINA AGUILERA,CAR WASH,72.5,63.0,5.0,"COVER,SOUNDTRACK,POP"
5222,5222,TEENA MARIE,STILL IN LOVE,25.107142857142858,70.0,20.0,POP
5223,5223,3 DOORS DOWN,AWAY FROM THE SUN,97.0,62.0,15.0,ROCK
5224,5224,MODEST MOUSE,FLOAT ON,48.37096774193548,68.0,20.0,"ADULT ALTERNATIVE,ALTERNATIVE ROCK,ROCK"
5225,5225,CHRISTINA MILIAN,WHATEVER U WANT,56.6,,,"RAP,R&;B,POP"
5226,5226,YOUNG BUCK,LET ME IN,65.75,34.0,11.0,RAP
5227,5227,JOSH GRACIN,I WANT TO LIVE,68.66666666666667,45.0,14.0,COUNTRY
5228,5228,JULIE ROBERTS,BREAK DOWN HERE,97.5,81.0,12.0,POP
5229,5229,A,FREEK,98.14285714285714,7.0,39.0,"ELECTRONIC,RAP"
5230,5230,VELVET REVOLVER,SLITHER,97.0,56.0,20.0,ROCK
5231,5231,"BIG, RICH",SAVE A HORSE,90.72727272727272,56.0,9.0,COUNTRY
5232,5232,YELLOWCARD,OCEAN AVENUE,48.43478260869565,37.0,20.0,"POP-PUNK,ROCK"
5233,5233,D12,HOW COME,21.392857142857142,27.0,12.0,RAP
5234,5234,BRANDY,WHO IS SHE 2 U,46.65,85.0,4.0,"POP,R&;B"
5235,5235,TOBY KEITH,WHISKEY GIRL,90.83333333333331,31.0,20.0,"COUNTRY,ROCK"
5236,5236,FANTASIA,I BELIEVE,33.95,1.0,10.0,R&;B
5237,5237,MYNT,HOW DID YOU KNOW?,90.1818181818182,97.0,2.0,POP
5238,5238,PITBULL,CULO,64.3,32.0,20.0,"REGGAETON,DANCEHALL,RAP"
5239,5239,BRITNEY SPEARS,OUTRAGEOUS,77.33333333333333,79.0,4.0,"R&;B,POP"
5240,5240,MIS,SCANDALOUS,47.38461538461539,35.0,16.0,ROCK
5241,5241,MONTGOMERY GENTRY,IF YOU EVER STOP LOVING ME,26.058823529411764,30.0,20.0,POP
5242,5242,MARTINA MCBRIDE,HOW FAR,65.0,68.0,8.0,COUNTRY
5243,5243,MOBB DEEP,GOT IT TWISTED,32.45,64.0,20.0,"EAST COAST,RAP"
5244,5244,LIONEL RICHIE,JUST FOR YOU,86.875,92.0,17.0,ROCK
5245,5245,LENNY KRAVITZ,STORM,71.55,,,"HIP-HOP,NEO SOUL,SOUL,R&;B,RAP,ROCK"
5246,5246,"JIMMY BUFFETT WITH CLINT BLACK, KENNY CHESNEY, ALAN JACKSON, TOBY KEITH &",HEY GOOD LOOKIN',76.52941176470588,63.0,11.0,COUNTRY
5247,5247,BEYONCE,NAUGHTY GIRL,91.33333333333331,3.0,22.0,"R&;B,POP"
5248,5248,GRETCHEN WILSON,REDNECK WOMAN,76.72413793103448,22.0,20.0,COUNTRY
5249,5249,R. KELLY,HAPPY PEOPLE,90.0,19.0,20.0,"SOUL,SOUL POP,POP,R&;B"
5250,5250,LONESTAR,LET'S BE US AGAIN,51.0,38.0,20.0,COUNTRY
5251,5251,ELEPHANT MAN,JOOK GAL,81.6842105263158,57.0,18.0,POP
5252,5252,LINKIN PARK,LYING FROM YOU,57.45,58.0,18.0,"ALTERNATIVE ROCK,RAP,NU-METAL,ROCK"
5253,5253,EVANESCENCE,MY IMMORTAL,26.24390243902439,7.0,32.0,"ACOUSTIC,PIANO,BAROQUE POP,ADULT CONTEMPORARY,POP-ROCK,BALLAD,ROCK"
5254,5254,3 DOORS DOWN,HERE WITHOUT YOU,46.8125,5.0,51.0,"POST-GRUNGE,ROCK"
5255,5255,AVRIL LAVIGNE,DON'T TELL ME,81.0,22.0,20.0,"POP,ALTERNATIVE ROCK,POST-GRUNGE,CANADA,ROCK"
5256,5256,JET,COLD HARD BITCH,90.57142857142856,55.0,20.0,"ALTERNATIVE ROCK,HARD ROCK,ROCK"
5257,5257,BRANDY,TALK ABOUT OUR LOVE,78.42857142857143,36.0,14.0,"R&;B,RAP"
5258,5258,TWISTA,OVERNIGHT CELEBRITY,57.65,6.0,20.0,"GAMING,RAP"
5259,5259,J,TIPSY,92.2,2.0,30.0,"HIP-HOP,RAP"
5260,5260,KIMBERLEY LOCKE,8TH WORLD WONDER,88.25,49.0,20.0,POP
5261,5261,BEENIE MAN,DUDE,72.17647058823529,26.0,26.0,"JAMAICA,DANCEHALL,RAP"
5262,5262,JOHN MICHAEL MONTGOMERY,LETTERS FROM HOME,24.12,24.0,20.0,COUNTRY
5263,5263,CHECK IT OUT,CH,80.0,68.0,12.0,RAP
5264,5264,LUDACRIS,DIAMOND IN THE BACK,37.90625,94.0,3.0,RAP
5265,5265,KANYE WEST,ALL FALLS DOWN,26.96153846153846,7.0,20.0,"ACOUSTIC,R&;B,HIP-HOP,PRODUCER,RAP"
5266,5266,LIL' FLIP,GAME OVER,85.5,15.0,20.0,RAP
5267,5267,AVANT,DON'T TAKE YOUR LOVE AWAY,64.33333333333333,37.0,20.0,R&;B
5268,5268,JAY,99 PROBLEMS,72.66666666666667,30.0,12.0,"RAP ROCK,ROCK,EAST COAST,HIP-HOP,RAP"
5269,5269,CASSIDY,GET NO BETTER,76.75,79.0,12.0,POP
5270,5270,JAY,DIRT OFF YOUR SHOULDER,74.42105263157895,5.0,26.0,"HIP-HOP,EAST COAST,RAP"
5271,5271,JESSICA SIMPSON,TAKE MY BREATH AWAY,91.25,20.0,16.0,"COVER,POP"
5272,5272,YUNG WUN,TEAR IT UP,39.61538461538461,76.0,13.0,RAP
5273,5273,TRACY LAWRENCE,PAINT ME A BIRMINGHAM,65.57142857142857,42.0,16.0,COUNTRY
5274,5274,D12,MY BAND,18.151515151515152,6.0,18.0,"MEMES,SHADYXV,RAP"
5275,5275,MUSIQ,WHOKNOWS,58.1,65.0,13.0,"SOUL,SOUL POP,NEO SOUL,R&;B"
5276,5276,FIVE FOR FIGHTING,100 YEARS,75.9375,28.0,22.0,"POP,BALLAD,PIANO,ROCK"
5277,5277,"BROOKS, DUNN",THAT'S WHAT SHE GETS FOR LOVING ME,59.333333333333336,53.0,14.0,COUNTRY
5278,5278,SEAL,LOVE'S DIVINE,85.6842105263158,79.0,20.0,ROCK
5279,5279,JOSH GROBAN,YOU RAISE ME UP,88.0,73.0,17.0,"ADULT CONTEMPORARY,EASY LISTENING,GOSPEL,COVER,POP,BALLAD"
5280,5280,"KENNY CHESNEY, UNCLE KRACKER",WHEN THE SUN GOES DOWN,74.13333333333334,26.0,20.0,"COUNTRY,NEWS"
5281,5281,RASCAL FLATTS,MAYBERRY,34.46666666666667,21.0,20.0,COUNTRY
5282,5282,LENNY KRAVITZ,WHERE ARE WE RUNNIN'?,64.3,69.0,6.0,ROCK
5283,5283,SHEDAISY,PASSENGER SEAT,64.76470588235294,66.0,8.0,POP
5284,5284,MARIA MENA,YOU'RE THE ONLY ONE,93.0,86.0,4.0,POP
5285,5285,CLAY WALKER,I CAN'T SLEEP,64.65,61.0,7.0,COUNTRY
5286,5286,SHERYL CROW,THE FIRST CUT IS THE DEEPEST,76.0,14.0,36.0,"POP-ROCK,POP,COUNTRY,ROCK"
5287,5287,DIDO,WHITE FLAG,24.41379310344828,18.0,41.0,"TRIP-HOP,POP,ROCK"
5288,5288,KEITH URBAN,YOU'LL THINK OF ME,25.84375,24.0,20.0,COUNTRY
5289,5289,COO CHEE,COO,52.75,,,RAP
5290,5290,GEORGE STRAIT,DESPERATELY,94.52941176470588,44.0,14.0,"COUNTRY,ROCK"
5291,5291,DILATED PEOPLES,THIS WAY,95.16666666666669,78.0,5.0,RAP
5292,5292,OUTKAST,THE WAY YOU MOVE,50.1,1.0,39.0,"ATLANTA,DIRTY SOUTH,HIP-HOP,FUNK,R&;B,SOUL,SOUL POP,POP,RAP"
5293,5293,SEAN PAUL,I'M STILL IN LOVE WITH YOU,39.5,14.0,25.0,"JAMAICA,REGGAE,DANCEHALL,RAP"
5294,5294,BUDDY JEWELL,SWEET SOUTHERN COMFORT,95.5,40.0,20.0,COUNTRY
5295,5295,EMERSON DRIVE,LAST ONE STANDING,86.23076923076923,89.0,8.0,COUNTRY
5296,5296,SUGABABES,HOLE IN THE HEAD,38.3125,96.0,2.0,POP
5297,5297,SHANIA TWAIN,IT ONLY HURTS WHEN I'M BREATHING,100.0,71.0,7.0,"COUNTRY,ROCK"
5298,5298,A PERFECT CIRCLE,THE OUTSIDER,19.52777777777778,79.0,5.0,"ALTERNATIVE METAL,ALTERNATIVE,ALTERNATIVE ROCK,ROCK"
5299,5299,JOE,RIDE WIT U,65.5,56.0,14.0,POP
5300,5300,NICKELBACK,FIGURED YOU OUT,71.625,65.0,19.0,"ALTERNATIVE ROCK,ROCK"
5301,5301,G,WANNA GET TO KNOW YOU,80.55,15.0,18.0,RAP
5302,5302,JET,ARE YOU GONNA BE MY GIRL,22.5,29.0,25.0,"ALTERNATIVE ROCK,POP-ROCK,ROCK"
5303,5303,JANET JACKSON,I WANT YOU,62.0,57.0,10.0,"R&;B,POP"
5304,5304,LOSTPROPHETS,LAST TRAIN HOME,58.04,75.0,6.0,ROCK
5305,5305,LUDACRIS,SPLASH WATERFALLS,83.0,6.0,21.0,RAP
5306,5306,OUTKAST,HEY YA!,72.10526315789474,1.0,32.0,"ALTERNATIVE,ALTERNATIVE ROCK,HIP-HOP,DIRTY SOUTH,PSYCHEDELIC,SOUL POP,R&;B,ALTERNATIVE POP,POP,ELECTRONIC,SOUL,RAP"
5307,5307,T.I.,RUBBER BAND MAN,20.0,30.0,20.0,RAP
5308,5308,CLAY AIKEN,SOLITAIRE,76.0,4.0,8.0,POP
5309,5309,HILARY DUFF,COME CLEAN,87.0,35.0,13.0,"POP-ROCK,POP"
5310,5310,RUBEN STUDDARD,SORRY 2004,80.25,9.0,20.0,"SOUL,R&;B,RAP"
5311,5311,CAROLYN DAWN JOHNSON,SIMPLE LIFE,63.333333333333336,73.0,5.0,POP
5312,5312,INCUBUS,MEGALOMANIAC,74.26315789473684,55.0,20.0,"ALTERNATIVE METAL,ALTERNATIVE ROCK,ROCK"
5313,5313,BLUE COUNTY,GOOD LITTLE GIRLS,67.66666666666667,63.0,7.0,COUNTRY
5314,5314,SLEEPY BROWN,I CAN'T WAIT,16.903225806451612,40.0,13.0,"DIRTY SOUTH,SOUNDTRACK,SOUL,FUNK,R&;B,RAP"
5315,5315,LIMP BIZKIT,BEHIND BLUE EYES,92.5,71.0,11.0,"COVER,ROCK"
5316,5316,YING YANG TWINS,SALT SHAKER,96.0,9.0,26.0,"HARDCORE HIP-HOP,DIRTY SOUTH,CRUNK,RAP"
5317,5317,NO DOUBT,IT'S MY LIFE,66.35,10.0,28.0,"COVER,NEW WAVE,POP,POP-ROCK,ALTERNATIVE ROCK,ROCK"
5318,5318,TOBY KEITH,AMERICAN SOLDIER,76.0,28.0,20.0,"COUNTRY,ROCK"
5319,5319,GARY ALLAN,SONGS ABOUT RAIN,69.5,71.0,10.0,COUNTRY
5320,5320,TRAIN,WHEN I LOOK TO THE SKY,100.0,74.0,14.0,ROCK
5321,5321,FUEL,FALLS ON ME,53.5,52.0,14.0,POP
5322,5322,JAGGED EDGE,WHAT'S IT LIKE,100.0,85.0,2.0,R&;B
5323,5323,SARAH CONNOR,BOUNCE,63.16666666666666,54.0,10.0,POP
5324,5324,TWISTA,SLOW JAMZ,84.27777777777777,1.0,22.0,"PRODUCER,RAP"
5325,5325,BRAD PAISLEY,LITTLE MOMENTS,42.76,35.0,20.0,"COUNTRY,ROCK"
5326,5326,YOUNG GUNZ,NO BETTER LOVE,57.42105263157895,36.0,14.0,RAP
5327,5327,AUDIOSLAVE,I AM THE HIGHWAY,74.0,66.0,17.0,"POST-GRUNGE,ALTERNATIVE ROCK,ROCK"
5328,5328,MARTINA MCBRIDE,IN MY DAUGHTER'S EYES,86.18181818181819,39.0,16.0,COUNTRY
5329,5329,FRANKEE,F.U.R.B.,36.65,63.0,7.0,RAP
5330,5330,JIMMY WAYNE,I LOVE YOU THIS MUCH,14.0,53.0,15.0,POP
5331,5331,BEYONCE,"ME, MYSELF AND I",36.34090909090909,4.0,24.0,"R&;B,POP"
5332,5332,ALAN JACKSON,REMEMBER WHEN,76.88888888888889,29.0,20.0,COUNTRY
5333,5333,TIM MCGRAW,WATCH THE WIND BLOW BY,89.75,32.0,20.0,"COUNTRY,ROCK"
5334,5334,"BIG, RICH",WILD WEST SHOW,21.8,85.0,9.0,COUNTRY
5335,5335,JUVENILE,IN MY LIFE,84.54545454545455,46.0,17.0,RAP
5336,5336,TERRI CLARK,I WANNA DO IT ALL,74.0,38.0,20.0,COUNTRY
5337,5337,TRACE ADKINS,HOT MAMA,73.81818181818181,51.0,14.0,COUNTRY
5338,5338,JENNIFER LOPEZ,BABY I LOVE U,92.0,72.0,4.0,R&;B
5339,5339,KANYE WEST,THROUGH THE WIRE,92.5,15.0,21.0,"RAP,PRODUCER"
5340,5340,TRILLVILLE,NEVA EVA,72.61111111111111,77.0,18.0,"CRUNK,DIRTY SOUTH,RAP"
5341,5341,MISSY ELLIOTT,I'M REALLY HOT,53.25,59.0,10.0,RAP
5342,5342,T.O.K.,GAL YUH AH LEAD,83.0,85.0,9.0,POP
5343,5343,JOSH TURNER,LONG BLACK TRAIN,60.8,72.0,18.0,"COUNTRY,ROCK"
5344,5344,ANGEL CITY,LOVE ME RIGHT,80.25,95.0,4.0,POP
5345,5345,BABY BASH,SUGA SUGA,98.0,7.0,33.0,"R&;B,RAP"
5346,5346,THREE DAYS GRACE,EVERYTHING ABOUT YOU,52.5,55.0,19.0,"ALTERNATIVE METAL,POST-GRUNGE,ROCK"
5347,5347,WESTSIDE CONNECTION,GANGSTA NATION,86.41176470588235,33.0,18.0,"WEST COAST,GANGSTA RAP,RAP"
5348,5348,NICK CANNON,GIGOLO,80.33333333333333,24.0,20.0,RAP
5349,5349,AVANT,READ YOUR MIND,28.428571428571427,13.0,26.0,R&;B
5350,5350,ALICIA KEYS,YOU DON'T KNOW MY NAME,62.88461538461539,3.0,20.0,"R&;B,RAP"
5351,5351,MATCHBOX TWENTY,UNWELL,76.85,5.0,54.0,"ADULT CONTEMPORARY,ADULT ALTERNATIVE,ALTERNATIVE ROCK,POP-ROCK,ROCK"
5352,5352,JANET JACKSON,JUST A LITTLE WHILE,42.9375,45.0,6.0,"FUNK ROCK,R&;B,ROCK,POP"
5353,5353,MR. VEGAS,PULL UP,84.21428571428571,98.0,2.0,"JAMAICA,DANCEHALL,POP"
5354,5354,TRAPT,STILL FRAME,43.2,69.0,20.0,POP
5355,5355,THE OFFSPRING,HIT THAT,24.392857142857142,64.0,15.0,ROCK
5356,5356,KENNY CHESNEY,THERE GOES MY LIFE,18.058823529411764,29.0,20.0,"COUNTRY,ROCK"
5357,5357,"BROOKS, DUNN",YOU CAN'T TAKE THE HONKY TONK OUT OF THE GIRL,65.65,39.0,20.0,COUNTRY
5358,5358,MONTGOMERY GENTRY,HELL YEAH,75.66666666666667,45.0,20.0,POP
5359,5359,LUDACRIS,STAND UP,62.5,1.0,28.0,RAP
5360,5360,SARAH MCLACHLAN,FALLEN,61.785714285714285,41.0,21.0,POP
5361,5361,YOUNGBLOODZ,DAMN!,81.29411764705883,4.0,32.0,"DIRTY SOUTH,HIP-HOP,CRUNK,RAP"
5362,5362,CHRISTINA AGUILERA,THE VOICE WITHIN,62.65,33.0,16.0,"BALLAD,POP"
5363,5363,JAY,CHANGE CLOTHES,89.1,10.0,18.0,"HIP-HOP,EAST COAST,R&;B,RAP"
5364,5364,TRACY BYRD,DRINKIN' BONE,44.72727272727273,60.0,16.0,COUNTRY
5365,5365,JAGGED EDGE,WALKED OUTTA HEAVEN,75.71428571428571,6.0,27.0,"SOUL,R&;B"
5366,5366,TUPAC WITH EMINEM,ONE DAY AT A TIME,71.58823529411765,80.0,5.0,"REMIX,SOUNDTRACK,WEST COAST,GANGSTA RAP,RAP"
5367,5367,PUDDLE OF MUDD,AWAY FROM ME,62.793103448275865,72.0,16.0,"GRUNGE,ROCK"
5368,5368,KYLIE MINOGUE,SLOW,52.5,91.0,3.0,"SYNTH-POP,ELECTRO-POP,ELECTRONIC,POP"
5369,5369,KELIS,MILKSHAKE,72.58333333333333,3.0,22.0,"SCREEN,SOUNDTRACK,DANCE,POP,R&;B"
5370,5370,BEYONCE,BABY BOY,89.0,1.0,29.0,"DANCEHALL,R&;B,POP"
5371,5371,TUPAC,RUNNIN,44.7,19.0,20.0,"REMIX,SOUNDTRACK,WEST COAST,EAST COAST,RAP"
5372,5372,G UNIT,STUNT 101,86.5,13.0,18.0,RAP
5373,5373,MUSIQ,FORTHENIGHT,99.0,53.0,17.0,"SOUL,NEO SOUL,SOUL POP,R&;B"
5374,5374,SHANIA TWAIN,SHE'S NOT JUST A PRETTY FACE,66.0,56.0,13.0,"COUNTRY,ROCK"
5375,5375,R. KELLY,STEP IN THE NAME OF LOVE,40.0,9.0,27.0,"REMIX,R&;B,SOUL,SOUL POP,POP"
5376,5376,MURPHY LEE,WAT DA HOOK GON BE,91.33333333333331,17.0,20.0,RAP
5377,5377,BIG TYMERS,GANGSTA GIRL,41.4,85.0,9.0,RAP
5378,5378,MATCHBOX TWENTY,BRIGHT LIGHTS,76.0,23.0,21.0,"ROCK,ALTERNATIVE ROCK,POP-ROCK"
5379,5379,TRAPT,HEADSTRONG,47.44444444444444,16.0,43.0,"NU-METAL,ALTERNATIVE ROCK,ROCK"
5380,5380,JO DEE MESSINA,I WISH,77.55,75.0,4.0,POP
5381,5381,BOW WOW,MY BABY,52.5,42.0,11.0,"R&;B,HIP-HOP,RAP"
5382,5382,GINUWINE,LOVE YOU MORE,67.66666666666667,78.0,16.0,R&;B
5383,5383,MARY J. BLIGE,NOT TODAY,81.0,41.0,10.0,POP
5384,5384,CHINGY,HOLIDAE IN,70.8,3.0,21.0,RAP
5385,5385,STAIND,SO FAR AWAY,69.25,24.0,28.0,"HARD ROCK,ALTERNATIVE ROCK,ROCK"
5386,5386,RODNEY ATKINS,HONESTY,63.5,57.0,19.0,COUNTRY
5387,5387,B2K,BADABOOM,72.33333333333333,59.0,8.0,"R&;B,RAP"
5388,5388,MARQUES HOUSTON,POP THAT BOOTY,57.66666666666666,76.0,9.0,"R&;B,RAP"
5389,5389,GEORGE STRAIT,COWBOYS LIKE US,77.7,38.0,19.0,"COUNTRY,ROCK"
5390,5390,CHRIS CAGLE,CHICKS DIG IT,68.0,53.0,15.0,"COUNTRY,ROCK"
5391,5391,LIZ PHAIR,WHY CAN'T I?,55.0,32.0,20.0,"POP-ROCK,POP,ROCK"
5392,5392,STACIE ORRICO,MORE TO LIFE,41.0,30.0,20.0,POP
5393,5393,FOUNTAINS OF WAYNE,STACY'S MOM,17.357142857142858,21.0,17.0,"ALTERNATIVE ROCK,POP-PUNK,PUNK ROCK,ROCK"
5394,5394,A PERFECT CIRCLE,WEAK AND POWERLESS,53.1,61.0,18.0,"ALTERNATIVE ROCK,ROCK"
5395,5395,BARENAKED LADIES,ANOTHER POSTCARD,82.0,82.0,15.0,ROCK
5396,5396,MISSY ELLIOTT,PASS THAT DUTCH,97.0,27.0,15.0,RAP
5397,5397,"NELLY, P. DIDDY, MURPHY LEE",SHAKE YA TAILFEATHER,56.0,1.0,30.0,RAP
5398,5398,MAROON 5,HARDER TO BREATHE,28.0,18.0,22.0,"INDIE ROCK,ALTERNATIVE,FUNK ROCK,ALTERNATIVE ROCK,POP-ROCK,ROCK,POP"
5399,5399,TOBY KEITH,I LOVE THIS BAR,76.6,26.0,20.0,"COUNTRY,ROCK"
5400,5400,MARQUES HOUSTON,CLUBBIN,66.8,39.0,20.0,"R&;B,RAP"
5401,5401,LONESTAR,WALKING IN MEMPHIS,78.0,61.0,11.0,COUNTRY
5402,5402,ASHANTI,RAIN ON ME,86.0,7.0,20.0,"POP,SOUL,R&;B"
5403,5403,PAT GREEN,WAVE ON WAVE,83.1,39.0,20.0,COUNTRY
5404,5404,JOHN MAYER,BIGGER THAN MY BODY,84.0,33.0,20.0,"ADULT ALTERNATIVE,ADULT CONTEMPORARY,POP-ROCK,ROCK"
5405,5405,RASCAL FLATTS,I MELT,82.4,34.0,20.0,COUNTRY
5406,5406,GARY ALLAN,TOUGH LITTLE BOYS,18.541666666666668,32.0,20.0,POP
5407,5407,MICHAEL JACKSON,ONE MORE CHANCE,82.0,83.0,5.0,"R&;B,POP"
5408,5408,CHINGY,RIGHT THURR,90.6,2.0,33.0,RAP
5409,5409,KEITH URBAN,WHO WOULDN'T WANNA BE ME,66.14285714285714,30.0,20.0,COUNTRY
5410,5410,AUDIOSLAVE,SHOW ME HOW TO LIVE,57.578947368421055,67.0,20.0,"POST-GRUNGE,ALTERNATIVE ROCK,ROCK"
5411,5411,JA RULE,CLAP BACK,31.571428571428573,44.0,10.0,"BEEF,HARDCORE HIP-HOP,GANGSTA RAP,EAST COAST,HIP-HOP,RAP"
5412,5412,HILARY DUFF,SO YESTERDAY,70.0,42.0,20.0,"POP-ROCK,POP"
5413,5413,YOUNG GUNZ,"CAN'T STOP, WON'T STOP",72.65,14.0,20.0,RAP
5414,5414,FEFE DOBSON,TAKE ME AWAY,73.85714285714286,87.0,6.0,ROCK
5415,5415,MARTINA MCBRIDE,THIS ONE'S FOR THE GIRLS,44.94444444444444,39.0,20.0,COUNTRY
5416,5416,CHRISTINA AGUILERA,CAN'T HOLD US DOWN,22.916666666666668,12.0,20.0,"POP,R&;B,RAP"
5417,5417,WYCLEF JEAN,PARTY TO DAMASCUS,100.0,65.0,9.0,RAP
5418,5418,SMOKIE NORFUL,I NEED YOU NOW,84.0,96.0,3.0,"GOSPEL,POP"
5419,5419,TRAIN,CALLING ALL ANGELS,48.66666666666666,19.0,29.0,"POP-ROCK,ROCK"
5420,5420,LINKIN PARK,FAINT,37.45,48.0,20.0,"RAP ROCK,ALTERNATIVE ROCK,RAP,NU-METAL,ROCK"
5421,5421,SEAL,WAITING FOR YOU,67.07142857142857,89.0,8.0,POP
5422,5422,DWELE,FIND A WAY,39.88,93.0,12.0,POP
5423,5423,THE BLACK EYED PEAS,WHERE IS THE LOVE?,28.73913043478261,8.0,25.0,"R&;B,POP,RAP"
5424,5424,R. KELLY,THOIA THOING,80.53846153846153,13.0,20.0,"R&;B,RAP"
5425,5425,YING YANG TWINS,NAGGIN,85.83333333333333,87.0,10.0,"HARDCORE HIP-HOP,CRUNK,DIRTY SOUTH,RAP"
5426,5426,BILLY CURRINGTON,WALK A LITTLE STRAIGHTER,66.5,67.0,15.0,"COUNTRY,ROCK"
