,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Week,Date,Genre,Features
4911,Akon,Belly Dancer,89.4,30.0,20.0,2005-12-21,"June 21, 2005","R&;B,Rap",
4912,The Black Eyed Peas,Don't Lie,65.0,14.0,20.0,2005-12-21,"July 26, 2005","R&;B,Rap",
4913,Montgomery Gentry,Something To Be Proud Of,44.705882352941174,41.0,20.0,2005-12-14,,Country,
4914,Lil' Kim,Lighters Up,21.041666666666668,31.0,13.0,2005-12-14,"September 13, 2005","Reggae,Hardcore Hip-Hop,East Coast,Hip-Hop,Rap",
4915,Aventura,Ella Y Yo,43.95,,,2005-12-14,"April 26, 2005","Pop,Reggaeton,Bachata,Latin Music,En Espa\xc3\xb1ol",Don Omar
4916,Santana,I'm Feeling You,95.0,55.0,8.0,2005-12-14,"October 20, 2005","Blues Rock,Rock","Michelle Branch, The Wreckers"
4917,Trick,Welcome 2 Detroit,22.153846153846153,,,2005-12-14,"October 11, 2005",Rap,
4918,Kelly Clarkson,Behind These Hazel Eyes,96.0,6.0,34.0,2005-12-07,"April 12, 2005","Pop-Rock,Pop,Rock",
4919,Rihanna,Pon de Replay,64.4,2.0,27.0,2005-12-07,"May 24, 2005","Dancehall,R&;B,Pop",
4920,The Click Five,Just The Girl,33.758620689655174,11.0,20.0,2005-12-07,,Rock,
4921,Craig Morgan,Redneck Yacht Club,30.571428571428573,45.0,19.0,2005-12-07,"March 8, 2015",Country,
4922,Sheryl Crow,Good Is Good,71.63636363636364,64.0,10.0,2005-12-07,,"Country,Rock",
4923,Martina McBride,Rose Garden,16.272727272727273,98.0,2.0,2005-12-07,"October 18, 2005",Country,
4924,David Banner,Play,72.72727272727273,7.0,20.0,2005-11-30,"July 5, 2005",Rap,
4925,Shakira,La Tortura,83.66666666666667,23.0,31.0,2005-11-30,"April 12, 2005","Latin Pop,En Espa\xc3\xb1ol,Rock",Alejandro Sanz
4926,Lonestar,You're Like Comin' Home,59.0,63.0,11.0,2005-11-30,,Country,
4927,LeAnn Rimes,Probably Wouldn't Be This Way,65.40625,54.0,14.0,2005-11-30,"April 2, 2005",Country,
4928,50 Cent,Hustler's Ambition,75.0,65.0,5.0,2005-11-30,"August 9, 2005",Rap,
4929,Neal McCoy,Billy's Got His Beer Goggles On,48.3,75.0,9.0,2005-11-30,"March 21, 2005",Country,
4930,Missy Elliott,Lose Control,33.44,3.0,28.0,2005-11-23,"May 27, 2005",Rap,"Ciara, Fat Man Scoop"
4931,50 Cent,Outta Control,73.47368421052632,6.0,19.0,2005-11-23,"August 6, 2005","Remix,Rap",Mobb Deep
4932,Audioslave,Doesn't Remind Me,98.66666666666667,68.0,11.0,2005-11-23,"May 24, 2005","Post-Grunge,Alternative Rock,Hard Rock,Rock",
4933,Rob Thomas,This Is How A Heart Breaks,30.839285714285715,52.0,20.0,2005-11-23,"June 13, 2005",Pop,
4934,The Killers,All These Things That I've Done,72.2,74.0,14.0,2005-11-23,"August 30, 2004","Indie Rock,New Wave,Rock",
4935,Sara Evans,A Real Fine Place To Start,76.61538461538461,38.0,20.0,2005-11-16,,Country,
4936,Jamie O'Neal,Somebody's Hero,65.0,51.0,17.0,2005-11-16,"April 4, 2005",Pop,
4937,Green Day,Holiday,45.18181818181818,19.0,32.0,2005-11-09,"September 20, 2004","Protest Songs,Soundtrack,Pop-Rock,Alternative Rock,Punk Rock,Pop-Punk,Rock",
4938,Natasha Bedingfield,These Words,81.53846153846153,17.0,20.0,2005-11-09,"October 5, 2004",Pop,
4939,Depeche Mode,Precious,36.6,71.0,3.0,2005-11-09,"October 3, 2005","Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Rock",
4940,Marcos Hernandez,If You Were Mine,22.721311475409838,78.0,8.0,2005-11-09,,Rap,
4941,Ryan Cabrera,Shine On,60.208333333333336,86.0,5.0,2005-11-09,,Pop,
4942,P$C,I'm A King,67.26315789473684,67.0,11.0,2005-11-09,"June 20, 2005",Rap,"T.I., Lil Scrappy"
4943,Bow Wow,Let Me Hold You,63.4,4.0,24.0,2005-11-02,"March 11, 2005","R&;B,Rap",Omarion
4944,Jason Aldean,Hicktown,73.6470588235294,68.0,13.0,2005-11-02,"March 28, 2005",Country,
4945,Papa Roach,Scars,38.254901960784316,15.0,38.0,2005-10-26,"August 31, 2004","Emo,Alternative Rock,Rock",
4946,Kelly Clarkson,Since U Been Gone,75.2,2.0,46.0,2005-10-26,"November 16, 2004","Pop-Rock,Pop,Rock",
4947,Gwen Stefani,Hollaback Girl,93.0,1.0,31.0,2005-10-26,"March 15, 2005","Memes,Rap,Pop",
4948,The Killers,Mr. Brightside,76.2,10.0,38.0,2005-10-26,"September 29, 2003","Emo,Pop-Punk,Post-Punk Revival,Pop-Rock,Alternative Dance,Synth-Pop,Indie Rock,Pop,New Wave,Rock",
4949,Franz Ferdinand,Do You Want To,21.615384615384617,76.0,4.0,2005-10-26,"September 19, 2005",Rock,
4950,Brad Paisley,Alcohol,21.94736842105263,28.0,18.0,2005-10-26,"May 9, 2005","Country,Rock",
4951,Ciara,And I,63.7,,,2005-10-26,"August 30, 2005","R&;B,Rap",
4952,Gretchen Wilson,All Jacked Up,65.0,42.0,11.0,2005-10-26,,Country,
4953,Lyfe Jennings,Must Be Nice,74.0,40.0,20.0,2005-10-19,"August 2, 2004","R&;B,Rap",
4954,Ludacris,Pimpin' All Over The World,51.3,9.0,20.0,2005-10-19,"June 14, 2005",Rap,Bobby Valentino
4955,Faith Hill,Mississippi Girl,67.15,29.0,20.0,2005-10-19,,"Country,Rock",
4956,"Brooks, Dunn",Play Something Country,88.0,37.0,17.0,2005-10-19,"June 6, 2005",Country,
4957,The Strokes,Juicebox,47.35,,,2005-10-19,,"Indie Rock,Rock",
4958,The Black Eyed Peas,Don't Phunk With My Heart,68.2,3.0,26.0,2005-10-12,"April 12, 2005","Dance-Pop,Hip-Hop,Pop,Rap",
4959,Fat Joe,Get It Poppin',96.0,9.0,20.0,2005-10-12,"May 29, 2005",Rap,Nelly
4960,Toby Keith,As Good As I Once Was,18.564102564102566,28.0,20.0,2005-10-12,"May 9, 2005","Country,Rock",
4961,"Damian ""Jr. Gong"" Marley",Welcome To Jamrock,46.05,55.0,12.0,2005-10-12,"September 13, 2005","Reggae,Soundtrack,Hip-Hop,Jamaica,Dancehall,Rap",
4962,Mike Jones,Back Then,56.55,22.0,20.0,2005-10-12,"February 15, 2005",Rap,
4963,T.O.K.,Footprints,94.5,93.0,6.0,2005-10-12,,"Jamaica,Rock,Dancehall,Reggae,Pop",
4964,Destiny's Child,Cater 2 U,66.2,14.0,24.0,2005-10-05,"November 10, 2004","R&;B,Pop",
4965,Rob Thomas,Lonely No More,95.25,6.0,34.0,2005-10-05,"February 8, 2005",Rock,
4966,Trisha Yearwood,Georgia Rain,71.33333333333333,78.0,9.0,2005-10-05,"September 13, 2005",Pop,
4967,Foo Fighters,Best Of You,44.583333333333336,18.0,21.0,2005-09-28,"May 30, 2005","Alternative Rock,Rock",
4968,Sugarland,Something More,98.33333333333333,35.0,20.0,2005-09-28,"October 24, 2004","Country,Rock",
4969,Tony Yayo,So Seductive,75.0,48.0,15.0,2005-09-28,"May 17, 2005",Rap,50 Cent
4970,Teairra Mari,Make Her Feel Good,90.375,35.0,18.0,2005-09-28,,R&;B,
4971,John Mayer Trio,Who Did You Think I Was,51.45,,,2005-09-28,"September 13, 2005",Rock,
4972,Paul Wall,Sittin' Sidewayz,69.15,93.0,5.0,2005-09-28,"August 20, 2005",Rap,Big Pokey
4973,Tommy Lee,Good Times,56.9,,,2005-09-28,,"Rock,Pop",
4974,Crazy Frog,Axel F,67.6923076923077,50.0,7.0,2005-09-28,"May 17, 2005","Memes,Pop",
4975,Young Jeezy,And Then What,61.65,67.0,11.0,2005-09-28,"June 7, 2005",Rap,Mannie Fresh
4976,Frankie J,How To Deal,39.5,39.0,19.0,2005-09-28,,Pop,
4977,Kanye West,Diamonds From Sierra Leone,48.1,43.0,19.0,2005-09-21,"May 31, 2005","Rap,Producer",
4978,Tim McGraw,Do You Want Fries With That,48.333333333333336,59.0,11.0,2005-09-21,"August 24, 2004","Country,Rock",
4979,Backstreet Boys,Just Want You To Know,91.9,70.0,4.0,2005-09-21,"October 4, 2005",Pop,
4980,Van Zant,Help Somebody,73.05555555555556,66.0,11.0,2005-09-21,,Pop,
4981,Jermaine Dupri,Gotta Getcha,92.66666666666667,60.0,11.0,2005-09-21,"June 14, 2005",Pop,
4982,Trey Songz,Gotta Make It,68.0,87.0,7.0,2005-09-21,"November 23, 2004","R&;B,Rap",Twista
4983,Coldplay,Speed Of Sound,76.33333333333333,8.0,20.0,2005-09-14,"April 18, 2005","UK,Brit Pop,Alternative Rock,Indie Rock,Rock",
4984,Howie Day,Collide,74.8,20.0,32.0,2005-09-14,"July 13, 2004","Alternative Rock,Pop-Rock,Rock",
4985,Rascal Flatts,Fast Cars And Freedom,97.33333333333333,38.0,20.0,2005-09-14,"March 21, 2005",Country,
4986,Webbie,Give Me That,29.06451612903226,29.0,20.0,2005-09-14,"January 22, 2005",Rap,Bun B
4987,Carrie Underwood,Inside Your Heaven,27.4,1.0,12.0,2005-09-14,"June 14, 2005",Country,
4988,Pretty Ricky,Grind With Me,73.0909090909091,7.0,22.0,2005-09-07,"April 8, 2005",R&;B,
4989,Fantasia,Free Yourself,41.7,41.0,20.0,2005-09-07,"June 1, 2005",R&;B,
4990,Will Smith,Switch,47.10526315789474,7.0,28.0,2005-09-07,"February 15, 2005",Rap,
4991,Boyz N Da Hood,Dem Boyz,79.73684210526316,56.0,12.0,2005-09-07,,Rap,
4992,Keith Urban,Making Memories Of Us,88.0,34.0,20.0,2005-08-31,"March 21, 2005",Country,
4993,Backstreet Boys,Incomplete,49.4,13.0,20.0,2005-08-31,"April 1, 2005","Boy Band,Pop",
4994,SHeDAISY,Don't Worry 'Bout A Thing,98.0,59.0,10.0,2005-08-31,,Pop,
4995,Ciara,Oh,98.0,2.0,23.0,2005-08-24,"September 28, 2004","R&;B,Rap",Ludacris
4996,Gavin DeGraw,Chariot,91.55555555555556,30.0,20.0,2005-08-24,"March 1, 2005","Pop-Rock,Pop,Rock",
4997,System Of A Down,B.Y.O.B.,91.45454545454545,27.0,20.0,2005-08-24,"March 29, 2005","Thrash Metal,Alternative Metal,Alternative Rock,Metal,Heavy Metal,Rock",
4998,Luis Fonsi,Nada Es Para Siempre,66.5,,,2005-08-24,,"En Espa\xc3\xb1ol,Pop",
4999,The Game,Dreams,86.76923076923077,32.0,13.0,2005-08-24,"January 18, 2005",Rap,
5000,R. Kelly,Playa's Only,35.15625,65.0,7.0,2005-08-24,"June 14, 2005","R&;B,Rap",The Game
5001,Kem,I Can't Stop Loving You,70.15,84.0,14.0,2005-08-24,,Pop,
5002,Jason Mraz,Wordplay,62.4,81.0,4.0,2005-08-17,"May 29, 2005",Rock,
5003,Nine Inch Nails,The Hand That Feeds,46.5,31.0,20.0,2005-08-17,"March 28, 2005","Industrial,Industrial Rock,Rock",
5004,Relient K,Be My Escape,61.94444444444444,82.0,4.0,2005-08-17,"November 4, 2004",Rock,
5005,R. Kelly,Trapped In The Closet,46.95,22.0,16.0,2005-08-17,"April 5, 2005","Musicals,R&;B",
5006,Keith Anderson,Pickin' Wildflowers,75.5,64.0,12.0,2005-08-17,"December 6, 2004","Rock,Country",
5007,George Strait,You'll Be There,42.0,54.0,17.0,2005-08-10,,"Country,Rock",
5008,Common,Go!,67.0,79.0,6.0,2005-08-10,"June 14, 2005",Rap,
5009,Blake Shelton,Goodbye Time,98.0,73.0,9.0,2005-08-03,,Country,
5010,Kenny Chesney,Keg In The Closet,93.0,64.0,10.0,2005-08-03,"February 3, 2004",Country,
5011,Dierks Bentley,Lot Of Leavin' Left To Do,58.65,47.0,19.0,2005-08-03,"May 10, 2005",Country,
5012,T.I.,ASAP,92.0,75.0,8.0,2005-08-03,"May 24, 2005",Rap,
5013,Green Day,Boulevard Of Broken Dreams,46.333333333333336,2.0,36.0,2005-07-27,"November 29, 2004","Adult Contemporary,Adult Alternative,Alternative Rock,Punk Rock,Pop-Punk,Pop-Rock,Rock",
5014,Reba McEntire,My Sister,65.5,93.0,4.0,2005-07-27,,Country,
5015,Omarion,Touch,48.964285714285715,94.0,3.0,2005-07-27,"February 22, 2005",R&;B,
5016,Eminem,Ass Like That,68.95,60.0,7.0,2005-07-27,"June 7, 2005","Hip-Hop,Rap",
5017,Paul McCartney With U2,Sgt. Pepper's Lonely Hearts Club Band,91.0,,,2005-07-20,,Rock,
5018,Ciara,"1, 2 Step",25.05,2.0,39.0,2005-07-20,"October 23, 2004","R&;B,Rap",Missy Elliott
5019,Darryl Worley,If Something Should Happen,32.85,75.0,9.0,2005-07-20,,Pop,
5020,Dave Matthews Band,American Baby,82.0,16.0,11.0,2005-07-20,"May 10, 2005",Rock,
5021,Cassidy,I'm A Hustla,77.0,34.0,19.0,2005-07-20,"March 14, 2005",Rap,
5022,Bobby Pinson,Don't Ask Me How I Know,26.05263157894737,88.0,7.0,2005-07-20,,Pop,
5023,Audioslave,Be Yourself,91.6,32.0,18.0,2005-07-20,"February 2, 2005","Post-Grunge,Alternative Rock,Hard Rock,Rock",
5024,The Game,Hate It Or Love It,60.0,2.0,23.0,2005-07-13,"January 28, 2005","Hip-Hop,West Coast,Gangsta Rap,Conscious Hip-Hop,Rap",50 Cent
5025,Alan Jackson,The Talkin' Song Repair Blues,56.4054054054054,99.0,2.0,2005-07-13,"March 21, 2005",Country,
5026,Tim McGraw,Live Like You Were Dying,33.09090909090909,29.0,23.0,2005-07-06,"June 7, 2004","Country,Rock",
5027,50 Cent,Candy Shop,51.23529411764706,1.0,23.0,2005-07-06,"January 15, 2005",Rap,Olivia
5028,Kelly Clarkson,Breakaway,68.06666666666666,6.0,46.0,2005-07-06,"July 19, 2004","Screen,Pop-Rock,Soundtrack,Pop,Rock",
5029,Akon,Lonely,72.95,4.0,20.0,2005-07-06,"June 29, 2004","Soul,Rap,R&;B",
5030,Mario,How Could You,57.25,52.0,17.0,2005-07-06,,"R&;B,Rap",
5031,Marques Houston,All Because Of You,16.607142857142858,69.0,10.0,2005-07-06,,"R&;B,Rap",Young Rome
5032,The White Stripes,Blue Orchid,42.65,43.0,7.0,2005-07-06,"May 30, 2005",Rock,
5033,Jack Johnson,"Sitting, Waiting, Wishing",64.07142857142857,66.0,19.0,2005-07-06,"March 25, 2005","Singer-Songwriter,Island Music,Adult Alternative,Acoustic,Folk Rock,Rock",
5034,The Bravery,An Honest Mistake,72.21052631578948,,,2005-07-06,"February 28, 2005","Rock,Indie Rock",
5035,Jo Dee Messina,My Give A Damn's Busted,77.0,63.0,20.0,2005-06-29,"January 3, 2005",Pop,
5036,Juanes,La Camisa Negra,12.333333333333334,89.0,13.0,2005-06-29,"January 25, 2005","En Espa\xc3\xb1ol,Rock,Pop",
5037,Bowling For Soup,Almost,51.125,46.0,20.0,2005-06-29,"January 4, 2005","Punk Rock,Pop-Punk,Rock",
5038,Trace Adkins,Songs About Me,61.0,59.0,15.0,2005-06-29,"December 13, 2004",Country,
5039,50 Cent,Disco Inferno,68.0,3.0,29.0,2005-06-22,"November 28, 2004",Rap,
5040,Gwen Stefani,Rich Girl,62.625,7.0,27.0,2005-06-22,"December 14, 2004","Reggae,Pop,Rap",Eve
5041,Amerie,1 Thing,84.66666666666667,8.0,20.0,2005-06-22,"January 5, 2005","Pop,R&;B",
5042,Natalie,Goin' Crazy,38.25,13.0,20.0,2005-06-22,"February 22, 2005",Pop,
5043,Kenny Chesney,Anything But Mine,13.64516129032258,48.0,20.0,2005-06-22,"February 3, 2004","Country,Rock",
5044,Frankie J,Obsession,78.33333333333333,3.0,21.0,2005-06-15,"March 1, 2005","Latin Pop,R&;B",Baby Bash
5045,Craig Morgan,That's What I Love About Sunday,79.33333333333333,51.0,20.0,2005-06-15,"November 1, 2004",Country,
5046,Mary J. Blige,MJB Da MVP,31.0,75.0,8.0,2005-06-15,"April 18, 2005","Soul,R&;B,Rap","The Game, 50 Cent"
5047,Gretchen Wilson,Homewrecker,49.5,56.0,13.0,2005-06-15,,Country,
5048,Ludacris,Number One Spot,76.0,19.0,16.0,2005-06-15,"February 15, 2005",Rap,
5049,Usher,Caught Up,20.045454545454547,8.0,27.0,2005-06-08,"March 23, 2004",R&;B,
5050,Trillville,Some Cut,77.44444444444444,14.0,25.0,2005-06-08,"February 24, 2004",Rap,Cutty
5051,Mariah Carey,It's Like That,90.66666666666667,16.0,20.0,2005-06-08,"January 7, 2005","R&;B,Pop",
5052,Joe Nichols,What's A Guy Gotta Do,29.862068965517242,64.0,15.0,2005-06-08,,Pop,
5053,Jet,Look What You've Done,13.0,37.0,20.0,2005-06-08,"September 14, 2003","Adult Alternative,Alternative Rock,Pop-Rock,Rock",
5054,Mike Jones,Still Tippin',32.333333333333336,60.0,13.0,2005-06-08,"November 12, 2004","Soundtrack,Dirty South,Underground Hip-Hop,Hip-Hop,Rap","Slim Thug, Paul Wall"
5055,Fantasia,Truth Is,67.95,21.0,20.0,2005-06-01,"November 1, 2004","R&;B,Soul,Soul Pop,Pop",
5056,T.I.,U Don't Know Me,30.130434782608695,23.0,20.0,2005-06-01,"January 11, 2005",Rap,
5057,Omarion,O,56.8,27.0,20.0,2005-06-01,"July 17, 2004",R&;B,
5058,Josh Gracin,Nothin' To Lose,88.0,39.0,20.0,2005-06-01,"August 31, 2004",Country,
5059,Jesse McCartney,She's No You,69.0,91.0,3.0,2005-06-01,"April 5, 2005","Soundtrack,Pop",
5060,Andy Griggs,If Heaven,91.0,65.0,16.0,2005-05-25,,Country,
5061,"Brooks, Dunn",It's Getting Better All The Time,45.116279069767444,56.0,16.0,2005-05-25,"November 22, 2004",Country,
5062,Phil Vassar,I'll Take That As A Yes,23.35185185185185,89.0,5.0,2005-05-25,,Pop,
5063,Pro,E,73.2,65.0,10.0,2005-05-25,"February 8, 2019","France,French Rap,Rap",
5064,John Legend,Ordinary People,59.06666666666667,24.0,20.0,2005-05-18,"December 28, 2004",R&;B,
5065,Maroon 5,Sunday Morning,74.5,31.0,20.0,2005-05-18,"June 25, 2002","Blue-Eyed Soul,Jazz Fusion,Rock,Soul,Pop",
5066,Tim McGraw,Drugs Or Jesus,75.7,87.0,9.0,2005-05-18,"August 24, 2004","Country,Rock",
5067,Mudvayne,Happy?,51.833333333333336,89.0,4.0,2005-05-18,"February 15, 2005",Rock,
5068,Nivea,Okay,24.72,40.0,21.0,2005-05-11,"October 19, 2004","R&;B,Pop,Rap","Lil Jon, YoungBloodZ"
5069,Toby Keith,Honkytonk U,76.95,61.0,12.0,2005-05-11,"February 8, 2005","Country,Rock",
5070,Jennifer Lopez,Get Right,91.16666666666667,12.0,17.0,2005-05-11,"January 4, 2005","Pop,R&;B",
5071,Fat Joe,So Much More,93.0,81.0,5.0,2005-05-11,"March 29, 2005",Rap,
5072,Caesars,Jerk It Out,27.384615384615383,70.0,10.0,2005-05-04,"April 7, 2003","Memes,Rock,Indie Rock",
5073,Maroon 5,She Will Be Loved,90.0,5.0,41.0,2005-04-27,"June 25, 2002","Ballad,Adult Alternative,Adult Contemporary,Pop-Rock,Rock,Pop",
5074,Gavin DeGraw,I Don't Want To Be,42.0,10.0,28.0,2005-04-27,"July 22, 2003","Pop,Pop-Rock,Rock",
5075,Rascal Flatts,Bless The Broken Road,28.763157894736842,29.0,20.0,2005-04-27,"September 28, 2004","Soundtrack,Country,Rock",
5076,Martina McBride,God's Will,37.642857142857146,85.0,8.0,2005-04-27,"September 30, 2003",Country,
5077,Fantasia,Baby Mama,91.2,60.0,12.0,2005-04-27,"May 3, 2005",R&;B,
5078,Blaine Larsen,How Do You Get That Lonely,95.0,91.0,7.0,2005-04-27,"November 1, 2004",Pop,
5079,U2,Sometimes You Can't Make It On Your Own,57.5,97.0,3.0,2005-04-27,"November 22, 2004","Ireland,Rock",
5080,Snoop Dogg,Drop It Like It's Hot,22.44,1.0,30.0,2005-04-20,"September 12, 2004","West Coast,Memes,Producer,Rap",Pharrell
5081,Jesse McCartney,Beautiful Soul,91.0,16.0,20.0,2005-04-20,"August 12, 2004",Pop,
5082,Sugarland,Baby Girl,87.75,38.0,20.0,2005-04-20,"October 24, 2004","Country,Rock",
5083,Ryan Cabrera,True,96.2,18.0,20.0,2005-04-20,"November 16, 2004",Pop,
5084,Lenny Kravitz,Lady,37.416666666666664,27.0,20.0,2005-04-20,"November 23, 2004","Funk Rock,Hard Rock,Producer,Adult Alternative,Soul,Alternative Rock,Rock",
5085,R. Kelly,In The Kitchen,83.95,91.0,5.0,2005-04-20,"April 5, 2005","Soul,Soul Pop,Pop,R&;B",
5086,Lee Ann Womack,I May Hate Myself In The Morning,89.0,66.0,13.0,2005-04-20,"October 25, 2004",Pop,
5087,Queens Of The Stone Age,Little Sister,80.66666666666667,88.0,9.0,2005-04-20,"March 18, 2005","Stoner Rock,Hard Rock,Alternative Rock,Rock",
5088,T.I.,Bring Em Out,69.0,9.0,21.0,2005-04-13,"October 19, 2004",Rap,
5089,Brad Paisley,Mud On The Tires,82.55,30.0,20.0,2005-04-13,"September 13, 2004",Country,
5090,Keith Urban,You're My Better Half,93.66666666666667,33.0,20.0,2005-04-13,"October 25, 2004",Country,
5091,Britney Spears,Do Somethin',44.8,,,2005-04-13,"February 14, 2005","Electronic Rock,Dance-Pop,Pop",
5092,John Mayer,Daughters,68.22222222222223,19.0,23.0,2005-04-06,"September 28, 2004","Adult Alternative,Blues,Pop,Ballad,Singer-Songwriter,Pop-Rock,Adult Contemporary,Blues Rock,Acoustic,Rock",
5093,Goo Goo Dolls,Give A Little Bit,73.92307692307692,37.0,20.0,2005-04-06,"April 25, 2006",Rock,
5094,Billy Dean,Let Them Be Little,47.85,68.0,11.0,2005-04-06,,Pop,
5095,Eminem,Like Toy Soldiers,33.80952380952381,34.0,11.0,2005-04-06,"November 12, 2004","Hip-Hop,Conscious Hip-Hop,Rap",
5096,Stevie Wonder,So What The Fuss,56.5,,,2005-04-06,"October 18, 2005","Rock,Soul Pop,Soul,R&;B",
5097,Ben Folds,Bitches Ain't shit,25.71153846153846,,,2005-03-30,,"Cover,Parody,Comedy,Alternative Rock,Rock",
5098,Avril Lavigne,Nobody's Home,99.0,41.0,17.0,2005-03-30,"October 24, 2004","Pop,Pop-Rock,Canada,Rock",
5099,Good Charlotte,I Just Wanna Live,54.35,51.0,8.0,2005-03-30,"November 15, 2004",Rock,
5100,Nelly,Over And Over,61.583333333333336,3.0,24.0,2005-03-23,"October 12, 2004","Adult Contemporary,Pop Country,Country Rap,Hip-Hop,Pop,Country,Neo Soul,R&;B,Rap",Tim McGraw
5101,Daddy Yankee,Gasolina,57.84,32.0,20.0,2005-03-23,"July 13, 2004","Latin Urban,Hip-Hop,Rap,Puerto Rico,Latin Pop,En Espa\xc3\xb1ol,Latin Music,Reggaeton",
5102,Jamie O'Neal,Trying To Find Atlantis,63.53333333333333,86.0,4.0,2005-03-23,,Pop,
5103,50 Cent,Piggy Bank,33.38709677419355,,,2005-03-23,"March 3, 2005","Beef,Rap",
5104,Garbage,Why Do You Love Me,46.5,,,2005-03-23,"January 1, 2005","Alternative Rock,Rock",
5105,The Mars Volta,The Widow,38.0,95.0,2.0,2005-03-23,"March 1, 2005",Rock,
5106,Darryl Worley,"Awful, Beautiful Life",98.0,30.0,20.0,2005-03-23,,Pop,
5107,Ashanti,Only U,87.0,13.0,19.0,2005-03-23,"October 26, 2004","Pop-Rock,Soul,Pop,R&;B",
5108,Snoop Dogg,Let's Get Blown,19.1875,54.0,11.0,2005-03-16,"November 16, 2004","West Coast,R&;B,Funk,Rap",
5109,Alan Jackson,Monday Morning Church,84.375,54.0,16.0,2005-03-16,"October 11, 2004",Country,
5110,My Chemical Romance,I'm Not Okay,49.5,86.0,6.0,2005-03-16,"June 8, 2004","Emo,Alternative,Alternative Rock,Pop-Punk,Rock",
5111,Nelly,N Dey Say,53.0,64.0,7.0,2005-03-16,"September 13, 2004","Hip-Hop,R&;B,Rap",
5112,Ciara,Goodies,92.11111111111111,1.0,38.0,2005-03-09,"June 8, 2004","R&;B,Rap",Petey Pablo
5113,Blake Shelton,Some Beach,50.5,28.0,20.0,2005-03-09,,"Country,Rock",
5114,"Lil Jon, The East Side Boyz",What U Gon' Do,81.22222222222223,22.0,19.0,2005-03-09,"October 6, 2004",Rap,Lil Scrappy
5115,Simple Plan,Welcome To My Life,56.9,40.0,18.0,2005-03-09,"September 14, 2004",Rock,
5116,Simple Plan,Shut Up,97.0,99.0,2.0,2005-03-09,"February 22, 2005",Rock,
5117,Ashlee Simpson,La La,40.38095238095238,86.0,5.0,2005-03-09,"November 9, 2004","Pop,Pop-Rock",
5118,Reba McEntire,He Gets That From Me,91.0,59.0,12.0,2005-03-02,"September 4, 2004",Country,
5119,Gwen Stefani,What You Waiting For?,100.0,47.0,20.0,2005-03-02,"September 28, 2004","Funk,Alternative Dance,New Wave,Electro-Pop,Pop-Rock,Pop",
5120,Destiny's Child,Lose My Breath,79.4,3.0,23.0,2005-02-23,"November 10, 2004","R&;B,Pop",
5121,Ben Folds,Landed,29.423076923076923,77.0,2.0,2005-02-23,,"Alternative Rock,Rock",
5122,Ja Rule,Wonderful,96.66666666666667,5.0,20.0,2005-02-23,"September 28, 2004",Rap,"R. Kelly, Ashanti"
5123,The Postal Service,We Will Become Silhouettes,55.25,,,2005-02-23,"February 8, 2005","Electronic,Indie Rock,Rock",
5124,"Eminem, Dr. Dre, 50 Cent",Encore,53.7,25.0,15.0,2005-02-23,"November 12, 2004",Rap,
5125,Tim McGraw,Back When,96.25,30.0,19.0,2005-02-23,"August 30, 2004","Country,Rock",
5126,Gretchen Wilson,When I Think About Cheatin',25.892857142857142,39.0,11.0,2005-02-16,,Pop,
5127,Ja Rule,New York,87.0,27.0,14.0,2005-02-16,"October 27, 2004","Hardcore Hip-Hop,Beef,Gangsta Rap,East Coast,Hip-Hop,Rap","Fat Joe, Jadakiss"
5128,Young Buck,Shorty Wanna Ride,84.25,17.0,19.0,2005-02-16,"August 26, 2004",Rap,
5129,Cam'Ron,Down And Out,24.675,,,2005-02-16,"December 7, 2004","Dipset,East Coast,Rap","Kanye West, Syleena Johnson"
5130,Rupee,Tempted To Touch,90.6,39.0,20.0,2005-02-16,"July 27, 2014","R&;B,Soca,Calypso,Dancehall,Reggae",
5131,Switchfoot,Dare You To Move,56.5,17.0,20.0,2005-02-09,"September 26, 2000","Christian Rock,Christian,Alternative,Alternative Rock,Rock",
5132,Jadakiss,U Make Me Wanna,82.26666666666667,21.0,13.0,2005-02-09,"October 12, 2004",Rap,Mariah Carey
5133,Eminem,Just Lose It,70.18181818181819,6.0,19.0,2005-02-09,"September 28, 2004","Hip-Hop,Beef,Memes,Rap",
