,rank,artist,song,rank_last_week,peak_rank,weeks_on_chart,date
3295,96,Juice WRLD,Blood On My Jeans,90,12,4,2020-08-15
3296,97,J. Cole,Lion King On Ice,51,51,2,2020-08-15
3297,98,Taylor Swift,Seven,35,35,2,2020-08-15
3298,99,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat,0,43,7,2020-08-15
3299,100,Don Toliver,After Party,0,57,15,2020-08-15
3300,1,Cardi B Featuring Megan Thee Stallion,WAP,0,1,1,2020-08-22
3301,2,DaBaby Featuring Roddy Ricch,Rockstar,2,1,17,2020-08-22
3302,3,The Weeknd,Blinding Lights,4,1,37,2020-08-22
3303,4,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,3,2,27,2020-08-22
3304,5,Harry Styles,Watermelon Sugar,1,1,21,2020-08-22
3305,6,SAINt JHN,Roses,5,4,21,2020-08-22
3306,7,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),7,7,9,2020-08-22
3307,8,Juice WRLD & The Weeknd,Smile,0,8,1,2020-08-22
3308,9,Chris Brown & Young Thug,Go Crazy,9,9,14,2020-08-22
3309,10,Lewis Capaldi,Before You Go,11,10,28,2020-08-22
3310,11,Gabby Barrett Featuring Charlie Puth,I Hope,15,11,33,2020-08-22
3311,12,Rod Wave Featuring ATR Son Son,Rags2Riches,55,12,7,2020-08-22
3312,13,Dua Lipa,Break My Heart,14,13,20,2020-08-22
3313,14,Harry Styles,Adore You,12,6,36,2020-08-22
3314,15,Post Malone,Circles,16,1,50,2020-08-22
3315,16,Megan Thee Stallion,Savage,13,1,22,2020-08-22
3316,17,Pop Smoke Featuring Lil Tjay,Mood Swings,25,17,6,2020-08-22
3317,18,Juice WRLD x Marshmello,Come & Go,17,2,5,2020-08-22
3318,19,Lil Mosey,Blueberry Faygo,10,8,27,2020-08-22
3319,20,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,20,6,6,2020-08-22
3320,21,Luke Bryan,One Margarita,27,19,15,2020-08-22
3321,22,Maddie & Tae,Die From A Broken Heart,26,22,18,2020-08-22
3322,23,DJ Khaled Featuring Drake,Popstar,18,3,4,2020-08-22
3323,24,Taylor Swift,Cardigan,8,1,3,2020-08-22
3324,25,Powfu Featuring beabadoobee,Death Bed,24,23,22,2020-08-22
3325,26,Dua Lipa,Don't Start Now,22,2,41,2020-08-22
3326,27,Juice WRLD,Wishing Well,21,5,5,2020-08-22
3327,28,Maren Morris,The Bones,28,12,47,2020-08-22
3328,29,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,30,11,6,2020-08-22
3329,30,Future Featuring Drake,Life Is Good,29,2,31,2020-08-22
3330,31,Justin Bieber Featuring Quavo,Intentions,32,5,27,2020-08-22
3331,32,Lil Baby & 42 Dugg,We Paid,31,10,15,2020-08-22
3332,33,Doja Cat Featuring Nicki Minaj,Say So,33,1,32,2020-08-22
3333,34,StaySolidRocky,Party Girl,34,21,16,2020-08-22
3334,35,Megan Thee Stallion,Girls In The Hood,46,28,7,2020-08-22
3335,36,Lady Gaga & Ariana Grande,Rain On Me,35,1,12,2020-08-22
3336,37,Kane Brown With Swae Lee & Khalid,Be Like That,47,37,5,2020-08-22
3337,38,Morgan Wallen,Chasin' You,39,16,29,2020-08-22
3338,39,Billie Eilish,My Future,6,6,2,2020-08-22
3339,40,Kane Brown,Cool Again,67,40,11,2020-08-22
3340,41,Maroon 5,Nobody's Love,45,41,3,2020-08-22
3341,42,Roddy Ricch,The Box,37,1,36,2020-08-22
3342,43,Sam Hunt,Hard To Forget,38,26,20,2020-08-22
3343,44,Saweetie,Tap In,53,44,5,2020-08-22
3344,45,Lil Baby,Emotionally Scarred,44,31,24,2020-08-22
3345,46,Lil Baby,The Bigger Picture,42,3,9,2020-08-22
3346,47,Jason Aldean,Got What I Got,51,47,11,2020-08-22
3347,48,JP Saxe Featuring Julia Michaels,If The World Was Ending,50,48,20,2020-08-22
3348,49,Chris Janson,Done,41,41,9,2020-08-22
3349,50,Taylor Swift,The 1,23,4,3,2020-08-22
3350,51,BENEE Featuring Gus Dapperton,Supalonely,49,39,22,2020-08-22
3351,52,Justin Moore,Why We Drink,58,52,11,2020-08-22
3352,53,Florida Georgia Line,I Love My Country,54,48,17,2020-08-22
3353,54,Doja Cat Featuring Gucci Mane,Like That,57,51,11,2020-08-22
3354,55,Miranda Lambert,Bluebird,40,26,19,2020-08-22
3355,56,Luke Combs,Lovin' On You,60,56,7,2020-08-22
3356,57,Moneybagg Yo,Said Sum,52,44,6,2020-08-22
3357,58,DJ Khaled Featuring Drake,Greece,56,8,4,2020-08-22
3358,59,Lee Brice,One Of Them Girls,61,59,11,2020-08-22
3359,60,Dan + Shay,I Should Probably Go To Bed,43,43,2,2020-08-22
3360,61,Taylor Swift Featuring Bon Iver,Exile,36,6,3,2020-08-22
3361,62,Rod Wave,Letter From Houston,0,62,1,2020-08-22
3362,63,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",Be A Light,62,58,19,2020-08-22
3363,64,"J Balvin, Dua Lipa, Bad Bunny & Tainy",Un Dia (One Day),68,63,3,2020-08-22
3364,65,Rod Wave,Girl Of My Dreams,86,65,13,2020-08-22
3365,66,Keith Urban,God Whispered Your Name,72,60,17,2020-08-22
3366,67,Morgan Wallen,More Than My Hometown,70,61,9,2020-08-22
3367,68,Drake,Toosie Slide,64,1,19,2020-08-22
3368,69,AJR,Bang!,78,69,6,2020-08-22
3369,70,"Black Eyed Peas, Ozuna + J.Rey Soul",Mamacita,75,62,10,2020-08-22
3370,71,LOCASH,One Big Country Song,63,50,11,2020-08-22
3371,72,Topic & A7S,Breaking Me,95,72,3,2020-08-22
3372,73,Ava Max,Kings & Queens,0,73,1,2020-08-22
3373,74,Gunna Featuring Young Thug,Dollaz On My Head,76,38,10,2020-08-22
3374,75,Pop Smoke,Got It On Me,65,31,6,2020-08-22
3375,76,Ashley McBryde,One Night Standards,81,76,10,2020-08-22
3376,77,Parker McCollum,Pretty Heart,94,77,5,2020-08-22
3377,78,Surf Mesa Featuring Emilee,ily,87,72,12,2020-08-22
3378,79,Ariana Grande & Justin Bieber,Stuck With U,79,1,14,2020-08-22
3379,80,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,Hate The Other Side,74,10,5,2020-08-22
3380,81,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,90,81,10,2020-08-22
3381,82,Machine Gun Kelly X blackbear,My Ex's Best Friend,0,82,1,2020-08-22
3382,83,Juice WRLD,Conversations,71,7,5,2020-08-22
3383,84,24kGoldn Featuring iann dior,Mood,0,84,1,2020-08-22
3384,85,Young T & Bugsey Featuring Headie One,Don't Rush,77,56,14,2020-08-22
3385,86,Rod Wave,Freestyle,0,86,1,2020-08-22
3386,87,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,89,56,3,2020-08-22
3387,88,Pop Smoke,Something Special,80,41,6,2020-08-22
3388,89,Tim McGraw,I Called Mama,0,89,2,2020-08-22
3389,90,Don Toliver,After Party,100,57,16,2020-08-22
3390,91,Juice WRLD,Righteous,83,11,15,2020-08-22
3391,92,Jameson Rodgers,Some Girls,0,92,1,2020-08-22
3392,93,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,La Jeepeta,0,93,1,2020-08-22
3393,94,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat,99,43,8,2020-08-22
3394,95,Mulatto,B*tch From da Souf,0,95,1,2020-08-22
3395,96,Migos Featuring YoungBoy Never Broke Again,Need It,82,62,12,2020-08-22
3396,97,Juice WRLD X Halsey,Life's A Mess,84,9,6,2020-08-22
3397,98,Trevor Daniel x Selena Gomez,Past Life,0,77,4,2020-08-22
3398,99,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,Move Ya Hips,19,19,2,2020-08-22
3399,100,Marshmello & Halsey,Be Kind,88,29,15,2020-08-22
3400,1,Cardi B Featuring Megan Thee Stallion,WAP,1,1,2,2020-08-29
3401,2,Drake Featuring Lil Durk,Laugh Now Cry Later,0,2,1,2020-08-29
3402,3,DaBaby Featuring Roddy Ricch,Rockstar,2,1,18,2020-08-29
3403,4,The Weeknd,Blinding Lights,3,1,38,2020-08-29
3404,5,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,4,2,28,2020-08-29
3405,6,Morgan Wallen,7 Summers,0,6,1,2020-08-29
3406,7,Harry Styles,Watermelon Sugar,5,1,22,2020-08-29
3407,8,SAINt JHN,Roses,6,4,22,2020-08-29
3408,9,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),7,7,10,2020-08-29
3409,10,Gabby Barrett Featuring Charlie Puth,I Hope,11,10,34,2020-08-29
3410,11,Chris Brown & Young Thug,Go Crazy,9,9,15,2020-08-29
3411,12,Lewis Capaldi,Before You Go,10,10,29,2020-08-29
3412,13,Dua Lipa,Break My Heart,13,13,21,2020-08-29
3413,14,Miley Cyrus,Midnight Sky,0,14,1,2020-08-29
3414,15,Harry Styles,Adore You,14,6,37,2020-08-29
3415,16,Post Malone,Circles,15,1,51,2020-08-29
3416,17,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,20,6,7,2020-08-29
3417,18,Juice WRLD x Marshmello,Come & Go,18,2,6,2020-08-29
3418,19,Pop Smoke Featuring Lil Tjay,Mood Swings,17,17,7,2020-08-29
3419,20,Megan Thee Stallion,Savage,16,1,23,2020-08-29
3420,21,DJ Khaled Featuring Drake,Popstar,23,3,5,2020-08-29
3421,22,Rod Wave Featuring ATR Son Son,Rags2Riches,12,12,8,2020-08-29
3422,23,Powfu Featuring beabadoobee,Death Bed,25,23,23,2020-08-29
3423,24,Lil Mosey,Blueberry Faygo,19,8,28,2020-08-29
3424,25,Maddie & Tae,Die From A Broken Heart,22,22,19,2020-08-29
3425,26,24kGoldn Featuring iann dior,Mood,84,26,2,2020-08-29
3426,27,Dua Lipa,Don't Start Now,26,2,42,2020-08-29
3427,28,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,29,11,7,2020-08-29
3428,29,Maren Morris,The Bones,28,12,48,2020-08-29
3429,30,Luke Bryan,One Margarita,21,19,16,2020-08-29
3430,31,Future Featuring Drake,Life Is Good,30,2,32,2020-08-29
3431,32,Juice WRLD,Wishing Well,27,5,6,2020-08-29
3432,33,Taylor Swift,Cardigan,24,1,4,2020-08-29
3433,34,Kane Brown With Swae Lee & Khalid,Be Like That,37,34,6,2020-08-29
3434,35,Juice WRLD & The Weeknd,Smile,8,8,2,2020-08-29
3435,36,Morgan Wallen,Chasin' You,38,16,30,2020-08-29
3436,37,Justin Bieber Featuring Quavo,Intentions,31,5,28,2020-08-29
3437,38,Lil Baby & 42 Dugg,We Paid,32,10,16,2020-08-29
3438,39,Kane Brown,Cool Again,40,39,12,2020-08-29
3439,40,StaySolidRocky,Party Girl,34,21,17,2020-08-29
3440,41,Saweetie,Tap In,44,41,6,2020-08-29
3441,42,Megan Thee Stallion,Girls In The Hood,35,28,8,2020-08-29
3442,43,Doja Cat Featuring Nicki Minaj,Say So,33,1,33,2020-08-29
3443,44,Lady Gaga & Ariana Grande,Rain On Me,36,1,13,2020-08-29
3444,45,Lil Baby,Emotionally Scarred,45,31,25,2020-08-29
3445,46,Jason Aldean,Got What I Got,47,46,12,2020-08-29
3446,47,Roddy Ricch,The Box,42,1,37,2020-08-29
3447,48,JP Saxe Featuring Julia Michaels,If The World Was Ending,48,48,21,2020-08-29
3448,49,Maroon 5,Nobody's Love,41,41,4,2020-08-29
3449,50,Justin Moore,Why We Drink,52,50,12,2020-08-29
3450,51,Lil Baby,The Bigger Picture,46,3,10,2020-08-29
3451,52,Lee Brice,One Of Them Girls,59,52,12,2020-08-29
3452,53,Luke Combs,Lovin' On You,56,53,8,2020-08-29
3453,54,Billie Eilish,My Future,39,6,3,2020-08-29
3454,55,Florida Georgia Line,I Love My Country,53,48,18,2020-08-29
3455,56,Doja Cat Featuring Gucci Mane,Like That,54,51,12,2020-08-29
3456,57,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",Be A Light,63,57,20,2020-08-29
3457,58,YoungBoy Never Broke Again,Kacey Talk,0,58,1,2020-08-29
3458,59,Moneybagg Yo,Said Sum,57,44,7,2020-08-29
3459,60,DJ Khaled Featuring Drake,Greece,58,8,5,2020-08-29
3460,61,Conan Gray,Heather,0,61,1,2020-08-29
3461,62,Morgan Wallen,More Than My Hometown,67,61,10,2020-08-29
3462,63,Chris Janson,Done,49,41,10,2020-08-29
3463,64,Miranda Lambert,Bluebird,55,26,20,2020-08-29
3464,65,Dan + Shay,I Should Probably Go To Bed,60,43,3,2020-08-29
3465,66,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,0,66,1,2020-08-29
3466,67,Taylor Swift,The 1,50,4,4,2020-08-29
3467,68,"J Balvin, Dua Lipa, Bad Bunny & Tainy",Un Dia (One Day),64,63,4,2020-08-29
3468,69,AJR,Bang!,69,69,7,2020-08-29
3469,70,Keith Urban,God Whispered Your Name,66,60,18,2020-08-29
3470,71,Money Man Featuring Lil Baby,24,0,71,1,2020-08-29
3471,72,Drake,Toosie Slide,68,1,20,2020-08-29
3472,73,Topic & A7S,Breaking Me,72,72,4,2020-08-29
3473,74,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,81,74,11,2020-08-29
3474,75,Rod Wave,Girl Of My Dreams,65,65,14,2020-08-29
3475,76,Ava Max,Kings & Queens,73,73,2,2020-08-29
3476,77,Parker McCollum,Pretty Heart,77,77,6,2020-08-29
3477,78,Tim McGraw,I Called Mama,89,78,3,2020-08-29
3478,79,Gunna Featuring Young Thug,Dollaz On My Head,74,38,11,2020-08-29
3479,80,Ashley McBryde,One Night Standards,76,76,11,2020-08-29
3480,81,Surf Mesa Featuring Emilee,ily,78,72,13,2020-08-29
3481,82,Taylor Swift Featuring Bon Iver,Exile,61,6,4,2020-08-29
3482,83,Polo G,Martin & Gina,0,61,3,2020-08-29
3483,84,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,87,56,4,2020-08-29
3484,85,Pop Smoke,Got It On Me,75,31,7,2020-08-29
3485,86,Jameson Rodgers,Some Girls,92,86,2,2020-08-29
3486,87,"Black Eyed Peas, Ozuna + J.Rey Soul",Mamacita,70,62,11,2020-08-29
3487,88,Don Toliver,After Party,90,57,17,2020-08-29
3488,89,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat,94,43,9,2020-08-29
3489,90,Ariana Grande & Justin Bieber,Stuck With U,79,1,15,2020-08-29
3490,91,Juice WRLD,Conversations,83,7,6,2020-08-29
3491,92,Ozuna x Karol G x Myke Towers,Caramelo,0,92,1,2020-08-29
3492,93,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,Hate The Other Side,80,10,6,2020-08-29
3493,94,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,La Jeepeta,93,93,2,2020-08-29
3494,95,Mulatto,B*tch From da Souf,95,95,2,2020-08-29
3495,96,Juice WRLD,Righteous,91,11,16,2020-08-29
3496,97,Trevor Daniel x Selena Gomez,Past Life,98,77,5,2020-08-29
3497,98,Pop Smoke,Something Special,88,41,7,2020-08-29
3498,99,Polo G,21,0,62,7,2020-08-29
3499,100,Chase Rice,Lonely If You Are,0,100,1,2020-08-29
3500,1,BTS,Dynamite,0,1,1,2020-09-05
3501,2,Cardi B Featuring Megan Thee Stallion,WAP,1,1,3,2020-09-05
3502,3,Drake Featuring Lil Durk,Laugh Now Cry Later,2,2,2,2020-09-05
3503,4,DaBaby Featuring Roddy Ricch,Rockstar,3,1,19,2020-09-05
3504,5,The Weeknd,Blinding Lights,4,1,39,2020-09-05
3505,6,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,5,2,29,2020-09-05
3506,7,Harry Styles,Watermelon Sugar,7,1,23,2020-09-05
3507,8,SAINt JHN,Roses,8,4,23,2020-09-05
3508,9,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),9,7,11,2020-09-05
3509,10,Lewis Capaldi,Before You Go,12,10,30,2020-09-05
3510,11,Gabby Barrett Featuring Charlie Puth,I Hope,10,10,35,2020-09-05
3511,12,24kGoldn Featuring iann dior,Mood,26,12,3,2020-09-05
3512,13,Chris Brown & Young Thug,Go Crazy,11,9,16,2020-09-05
3513,14,Dua Lipa,Break My Heart,13,13,22,2020-09-05
3514,15,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,17,6,8,2020-09-05
3515,16,Post Malone,Circles,16,1,52,2020-09-05
3516,17,Harry Styles,Adore You,15,6,38,2020-09-05
3517,18,Pop Smoke Featuring Lil Tjay,Mood Swings,19,17,8,2020-09-05
3518,19,Juice WRLD x Marshmello,Come & Go,18,2,7,2020-09-05
3519,20,Megan Thee Stallion,Savage,20,1,24,2020-09-05
3520,21,DJ Khaled Featuring Drake,Popstar,21,3,6,2020-09-05
3521,22,Maddie & Tae,Die From A Broken Heart,25,22,20,2020-09-05
3522,23,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,28,11,8,2020-09-05
3523,24,Powfu Featuring beabadoobee,Death Bed,23,23,24,2020-09-05
3524,25,Maren Morris,The Bones,29,12,49,2020-09-05
3525,26,Kane Brown With Swae Lee & Khalid,Be Like That,34,26,7,2020-09-05
3526,27,Dua Lipa,Don't Start Now,27,2,43,2020-09-05
3527,28,Rod Wave Featuring ATR Son Son,Rags2Riches,22,12,9,2020-09-05
3528,29,Lil Mosey,Blueberry Faygo,24,8,29,2020-09-05
3529,30,Luke Combs,Lovin' On You,53,30,9,2020-09-05
3530,31,Saweetie,Tap In,41,31,7,2020-09-05
3531,32,Juice WRLD,Wishing Well,32,5,7,2020-09-05
3532,33,Jason Aldean,Got What I Got,46,33,13,2020-09-05
3533,34,JP Saxe Featuring Julia Michaels,If The World Was Ending,48,34,22,2020-09-05
3534,35,Future Featuring Drake,Life Is Good,31,2,33,2020-09-05
3535,36,Taylor Swift,Cardigan,33,1,5,2020-09-05
3536,37,Luke Bryan,One Margarita,30,19,17,2020-09-05
3537,38,Morgan Wallen,7 Summers,6,6,2,2020-09-05
3538,39,Kane Brown,Cool Again,39,39,13,2020-09-05
3539,40,Florida Georgia Line,I Love My Country,55,40,19,2020-09-05
3540,41,Miley Cyrus,Midnight Sky,14,14,2,2020-09-05
3541,42,Justin Bieber Featuring Quavo,Intentions,37,5,29,2020-09-05
3542,43,Morgan Wallen,Chasin' You,36,16,31,2020-09-05
3543,44,Lil Baby & 42 Dugg,We Paid,38,10,17,2020-09-05
3544,45,Megan Thee Stallion,Girls In The Hood,42,28,9,2020-09-05
3545,46,Lee Brice,One Of Them Girls,52,46,13,2020-09-05
3546,47,Doja Cat Featuring Nicki Minaj,Say So,43,1,34,2020-09-05
3547,48,Roddy Ricch,The Box,47,1,38,2020-09-05
3548,49,Maroon 5,Nobody's Love,49,41,5,2020-09-05
3549,50,Conan Gray,Heather,61,50,2,2020-09-05
3550,51,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",Be A Light,57,51,21,2020-09-05
3551,52,Juice WRLD & The Weeknd,Smile,35,8,3,2020-09-05
3552,53,StaySolidRocky,Party Girl,40,21,18,2020-09-05
3553,54,Lil Baby,The Bigger Picture,51,3,11,2020-09-05
3554,55,Lady Gaga & Ariana Grande,Rain On Me,44,1,14,2020-09-05
3555,56,Doja Cat Featuring Gucci Mane,Like That,56,51,13,2020-09-05
3556,57,Billie Eilish,My Future,54,6,4,2020-09-05
3557,58,Moneybagg Yo,Said Sum,59,44,8,2020-09-05
3558,59,Dan + Shay,I Should Probably Go To Bed,65,43,4,2020-09-05
3559,60,Justin Moore,Why We Drink,50,50,13,2020-09-05
3560,61,Tim McGraw,I Called Mama,78,61,4,2020-09-05
3561,62,DJ Khaled Featuring Drake,Greece,60,8,6,2020-09-05
3562,63,Money Man Featuring Lil Baby,24,71,63,2,2020-09-05
3563,64,AJR,Bang!,69,64,8,2020-09-05
3564,65,YoungBoy Never Broke Again,Kacey Talk,58,58,2,2020-09-05
3565,66,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,66,66,2,2020-09-05
3566,67,Morgan Wallen,More Than My Hometown,62,61,11,2020-09-05
3567,68,Keith Urban,God Whispered Your Name,70,60,19,2020-09-05
3568,69,Migos Featuring YoungBoy Never Broke Again,Need It,0,62,13,2020-09-05
3569,70,"J Balvin, Dua Lipa, Bad Bunny & Tainy",Un Dia (One Day),68,63,5,2020-09-05
3570,71,Topic & A7S,Breaking Me,73,71,5,2020-09-05
3571,72,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,74,72,12,2020-09-05
3572,73,Ava Max,Kings & Queens,76,73,3,2020-09-05
3573,74,Travis Scott,The Plan,0,74,1,2020-09-05
3574,75,Parker McCollum,Pretty Heart,77,75,7,2020-09-05
3575,76,Chris Janson,Done,63,41,11,2020-09-05
3576,77,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,84,56,5,2020-09-05
3577,78,Jameson Rodgers,Some Girls,86,78,3,2020-09-05
3578,79,Maluma & The Weeknd,Hawai,0,79,1,2020-09-05
3579,80,Ashley McBryde,One Night Standards,80,76,12,2020-09-05
3580,81,Ozuna x Karol G x Myke Towers,Caramelo,92,81,2,2020-09-05
3581,82,Surf Mesa Featuring Emilee,ily,81,72,14,2020-09-05
3582,83,Polo G,Martin & Gina,83,61,4,2020-09-05
3583,84,Gunna Featuring Young Thug,Dollaz On My Head,79,38,12,2020-09-05
3584,85,Taylor Swift,The 1,67,4,5,2020-09-05
3585,86,Machine Gun Kelly X blackbear,My Ex's Best Friend,0,82,2,2020-09-05
3586,87,Rod Wave,Girl Of My Dreams,75,65,15,2020-09-05
3587,88,Don Toliver,After Party,88,57,18,2020-09-05
3588,89,Ariana Grande & Justin Bieber,Stuck With U,90,1,16,2020-09-05
3589,90,YoungBoy Never Broke Again,All In,0,90,1,2020-09-05
3590,91,Pop Smoke,Got It On Me,85,31,8,2020-09-05
3591,92,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat,89,43,10,2020-09-05
3592,93,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,La Jeepeta,94,93,3,2020-09-05
3593,94,Chase Rice,Lonely If You Are,100,94,2,2020-09-05
3594,95,Tate McRae,You Broke Me First.,0,95,1,2020-09-05
3595,96,Nas Featuring Fivio Foreign & A$AP Ferg,Spicy,0,96,1,2020-09-05
3596,97,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,Hate The Other Side,93,10,7,2020-09-05
3597,98,Taylor Swift Featuring Bon Iver,Exile,82,6,5,2020-09-05
3598,99,Mulatto,B*tch From da Souf,95,95,3,2020-09-05
3599,100,Polo G,21,99,62,8,2020-09-05
3600,1,BTS,Dynamite,1,1,2,2020-09-12
3601,2,Cardi B Featuring Megan Thee Stallion,WAP,2,1,4,2020-09-12
3602,3,Drake Featuring Lil Durk,Laugh Now Cry Later,3,2,3,2020-09-12
3603,4,DaBaby Featuring Roddy Ricch,Rockstar,4,1,20,2020-09-12
3604,5,The Weeknd,Blinding Lights,5,1,40,2020-09-12
3605,6,Harry Styles,Watermelon Sugar,7,1,24,2020-09-12
3606,7,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,6,2,30,2020-09-12
3607,8,24kGoldn Featuring iann dior,Mood,12,8,4,2020-09-12
3608,9,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),9,7,12,2020-09-12
3609,10,Lewis Capaldi,Before You Go,10,10,31,2020-09-12
3610,11,SAINt JHN,Roses,8,4,24,2020-09-12
3611,12,Gabby Barrett Featuring Charlie Puth,I Hope,11,10,36,2020-09-12
3612,13,BLACKPINK X Selena Gomez,Ice Cream,0,13,1,2020-09-12
3613,14,Chris Brown & Young Thug,Go Crazy,13,9,17,2020-09-12
3614,15,Post Malone,Circles,16,1,53,2020-09-12
3615,16,Dua Lipa,Break My Heart,14,13,23,2020-09-12
3616,17,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,15,6,9,2020-09-12
3617,18,Harry Styles,Adore You,17,6,39,2020-09-12
3618,19,Juice WRLD x Marshmello,Come & Go,19,2,8,2020-09-12
3619,20,Pop Smoke Featuring Lil Tjay,Mood Swings,18,17,9,2020-09-12
3620,21,Saweetie,Tap In,31,21,8,2020-09-12
3621,22,Kane Brown With Swae Lee & Khalid,Be Like That,26,22,8,2020-09-12
3622,23,Dua Lipa,Don't Start Now,27,2,44,2020-09-12
3623,24,DJ Khaled Featuring Drake,Popstar,21,3,7,2020-09-12
3624,25,Maddie & Tae,Die From A Broken Heart,22,22,21,2020-09-12
3625,26,Luke Combs,Lovin' On You,30,26,10,2020-09-12
3626,27,JP Saxe Featuring Julia Michaels,If The World Was Ending,34,27,23,2020-09-12
3627,28,Maren Morris,The Bones,25,12,50,2020-09-12
3628,29,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,23,11,9,2020-09-12
3629,30,Megan Thee Stallion,Savage,20,1,25,2020-09-12
3630,31,Jason Aldean,Got What I Got,33,31,14,2020-09-12
3631,32,Rod Wave Featuring ATR Son Son,Rags2Riches,28,12,10,2020-09-12
3632,33,Lee Brice,One Of Them Girls,46,33,14,2020-09-12
3633,34,Lady Gaga & Ariana Grande,Rain On Me,55,1,15,2020-09-12
3634,35,Lil Mosey,Blueberry Faygo,29,8,30,2020-09-12
3635,36,Powfu Featuring beabadoobee,Death Bed,24,23,25,2020-09-12
3636,37,Miley Cyrus,Midnight Sky,41,14,3,2020-09-12
3637,38,Calvin Harris X The Weeknd,Over Now,0,38,1,2020-09-12
3638,39,Future Featuring Drake,Life Is Good,35,2,34,2020-09-12
3639,40,Juice WRLD,Wishing Well,32,5,8,2020-09-12
3640,41,Kane Brown,Cool Again,39,39,14,2020-09-12
3641,42,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",Be A Light,51,42,22,2020-09-12
3642,43,Luke Bryan,One Margarita,37,19,18,2020-09-12
3643,44,Megan Thee Stallion,Girls In The Hood,45,28,10,2020-09-12
3644,45,Taylor Swift,Cardigan,36,1,6,2020-09-12
3645,46,Doja Cat Featuring Nicki Minaj,Say So,47,1,35,2020-09-12
3646,47,Morgan Wallen,Chasin' You,43,16,32,2020-09-12
3647,48,Maroon 5,Nobody's Love,49,41,6,2020-09-12
3648,49,Justin Bieber Featuring Quavo,Intentions,42,5,30,2020-09-12
3649,50,Lil Baby & 42 Dugg,We Paid,44,10,18,2020-09-12
3650,51,Conan Gray,Heather,50,50,3,2020-09-12
3651,52,Lil Baby,The Bigger Picture,54,3,12,2020-09-12
