,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
3903,Carrie Underwood,HOME SWEET HOME,17.48148148148148,21.0,3.0,"Country,Rock"
3904,Eminem,INSANE,90.5,,,"Horrorcore,Rap"
3905,Kris Allen,FALLING SLOWLY,32.0,,,"Pop,Ballad"
3906,Glee Cast,REHAB,55.81818181818182,,,"Jazz,Screen,TV,Soundtrack,Cover,R&;B,Pop"
3907,Keri Hilson,TURNIN ME ON,76.0,15.0,22.0,"Pop,R&;B,Rap"
3908,Ne,MAD,79.42857142857143,11.0,24.0,"NBA,Atlanta,Basketball,Cloud Rap,Trap,Rap"
3909,Rick Ross,MAGNIFICENT,96.0,62.0,11.0,Rap
3910,Darius Rucker,IT WON'T BE LIKE THIS FOR LONG,73.9090909090909,36.0,20.0,"Country,Rock"
3911,Taylor Swift,CRAZIER,79.33333333333333,17.0,8.0,"Soundtrack,Country,Pop"
3912,Eminem,OLD TIME'S SAKE,58.1764705882353,25.0,2.0,Rap
3913,Paula Abdul,I'M JUST HERE FOR THE MUSIC,68.26923076923077,87.0,2.0,Pop
3914,Chrisette Michele,EPIPHANY,84.5,89.0,3.0,"Soul,Neo Soul,R&;B,Rap"
3915,The,ROCKIN' THAT THANG,56.85,22.0,20.0,R&;B
3916,GS Boyz,STANKY LEGG,69.06666666666666,49.0,14.0,Rap
3917,Bow Wow,YOU CAN GET IT ALL,22.272727272727273,55.0,10.0,Rap
3918,"Eminem, Dr. Dre, 50 Cent",CRACK A BOTTLE,87.9090909090909,1.0,17.0,Rap
3919,Jake Owen,DON'T THINK I CAN'T LOVE YOU,39.0,57.0,15.0,"Country,R&;B,Rock"
3920,Demi Lovato,DON'T FORGET,23.272727272727273,41.0,9.0,"Pop-Rock,Pop,Glam Rock,Rock"
3921,Britney Spears,CIRCUS,57.529411764705884,3.0,22.0,"Electro-Pop,Dance-Pop,Pop"
3922,Fall Out Boy,AMERICA'S SUITEHEARTS,14.6,,,"Indie,Indie Pop,Indie Rock,Pop-Rock,Alternative Pop,Alternative,Punk Rock,Alternative Rock,Pop-Punk,Emo,Rock"
3923,Lily Allen,THE FEAR,77.0,80.0,10.0,"Alternative Pop,UK,Pop"
3924,Beyonce,DIVA,60.666666666666664,19.0,20.0,"Rap,R&;B,Pop"
3925,Natasha Bedingfield,SOULMATE,78.0,96.0,2.0,"R&;B,Pop"
3926,Kevin Rudolf,LET IT ROCK,93.55555555555556,5.0,35.0,"Rap Rock,Hip-Hop,Pop-Rock,Electronic Rock,Pop,Alternative Rock,Rock,Rap"
3927,Coldplay,VIVA LA VIDA,53.0,1.0,51.0,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Chamber Music,Baroque Pop,British Rock,Soundtrack,Alternative,UK,Alternative Rock,Rock"
3928,Katy Perry,HOT N COLD,65.9047619047619,3.0,39.0,"Pop-Rock,Dance-Pop,Pop"
3929,The White Tie Affair,CANDLE,57.875,57.0,8.0,Pop
3930,"Miley Cyrus, Billy Ray Cyrus",BUTTERFLY FLY AWAY,87.0,56.0,3.0,"Disney,Soundtrack,Pop"
3931,Tim McGraw,NOTHIN' TO DIE FOR,41.4,68.0,11.0,"Country,Rock"
3932,DAY26,IMMA PUT IT ON HER,70.0,79.0,3.0,R&;B
3933,Kart,LARK ON MY GO,61.583333333333336,,,Rap
3934,Katy Perry,THINKING OF YOU,58.4,29.0,15.0,"Pop-Rock,Pop"
3935,George Strait,RIVER OF LOVE,44.0,59.0,20.0,"Country,Rock"
3936,Beyonce,SINGLE LADIES,30.208333333333332,1.0,27.0,"R&;B,Pop"
3937,Hannah Montana,LET'S GET CRAZY,74.21052631578948,57.0,3.0,"Disney,Soundtrack,Pop"
3938,Hannah Montana,YOU'LL ALWAYS FIND YOUR WAY BACK HOME,18.178571428571427,81.0,4.0,"Soundtrack,Pop"
3939,John Rich,SHUTTIN' DETROIT DOWN,78.72727272727273,75.0,8.0,Country
3940,Silversun Pickups,PANIC SWITCH,60.5,,,Rock
3941,Ashley Tisdale,"IT'S ALRIGHT, IT'S OK",55.25,,,"Pop,Pop-Rock,Rock"
3942,Taylor Swift,WHITE HORSE,79.33333333333333,13.0,22.0,"Pop Country,Ballad,Country,Pop"
3943,The Pussycat Dolls,I HATE THIS PART,60.61538461538461,11.0,20.0,"Ballad,Pop"
3944,The Veronicas,UNTOUCHED,89.71428571428571,17.0,20.0,"Synth Rock,New Wave,Power Pop,Electro-Pop,Pop"
3945,Keyshia Cole,YOU COMPLETE ME,51.4,62.0,10.0,Pop
3946,The,MY LOVE,75.0,82.0,4.0,"Alternative,Rock,Pop"
3947,Trace Adkins,MARRY FOR MONEY,77.8,98.0,3.0,Country
3948,Jamie Foxx,JUST LIKE ME,77.0,49.0,18.0,"R&;B,Rap"
3949,T.I.,LIVE YOUR LIFE,53.45,1.0,28.0,"Pop,Rap"
3950,Nickelback,GOTTA BE SOMEBODY,86.75,10.0,27.0,"Pop-Rock,Rock"
3951,Toby Keith,GOD LOVE HER,68.0,36.0,20.0,"Country,Rock"
3952,Rascal Flatts,THINGS THAT MATTER,80.0,,,"Country,Rock"
3953,Papa Roach,LIFELINE,75.6,81.0,2.0,Rock
3954,Lil Wayne,HOT REVOLVER,91.0,33.0,3.0,Rap
3955,Kenny Chesney With Mac McAnally,DOWN THE ROAD,99.0,47.0,18.0,"Country,Rock"
3956,Rascal Flatts,LOVE WHO YOU LOVE,87.75,,,"Country,Rock"
3957,Keith Urban,SWEET THING,95.0,30.0,20.0,"Country,Rock"
3958,"Brooks, Dunn",COWGIRLS DON'T CRY,36.82608695652174,44.0,20.0,Country
3959,Jazmine Sullivan,"LIONS, TIGERS & BEARS",78.9090909090909,74.0,8.0,"R&;B,Rock"
3960,P!nk,SO WHAT,70.0,1.0,31.0,"Power Pop,Alternative Rock,Pop-Rock,Pop,Rock"
3961,Bobby V,BEEP,37.0,55.0,12.0,"R&;B,Pop"
3962,Taylor Swift,YOU'RE NOT SORRY,85.83333333333333,11.0,5.0,"Pop Country,Rock,Ballad,Country"
3963,Gorilla Zoe,LOST,42.11904761904762,71.0,11.0,Rap
3964,Lee Ann Womack,LAST CALL,75.0,77.0,9.0,Country
3965,Thriving Ivory,ANGELS ON THE MOON,78.85714285714286,75.0,9.0,"Rock,Pop-Rock,Indie Rock"
3966,Framing Hanley,LOLLIPOP,46.375,82.0,10.0,"Cover,Post-Hardcore,Rock,Rap"
3967,T,FREEZE,47.25,38.0,10.0,"Trap,Rap"
3968,Plies,"WANT IT, NEED IT",82.0,,,Rap
3969,Britney Spears,WOMANIZER,89.0,1.0,23.0,"Dance-Pop,Electro-Pop,Pop"
3970,Zac Brown Band,CHICKEN FRIED,15.838709677419354,20.0,25.0,"Country,Rock"
3971,Kings Of Leon,SEX ON FIRE,35.3,56.0,20.0,"Pop-Rock,Pop,Rock"
3972,Blake Shelton,SHE WOULDN'T BE GONE,82.76923076923077,43.0,20.0,"Country,Rock"
3973,Leona Lewis,I WILL BE,86.0,66.0,6.0,Pop
3974,Miranda Lambert,MORE LIKE HER,70.44444444444444,90.0,8.0,"Country,Rock"
3975,Rihanna,DISTURBIA,17.904761904761905,1.0,37.0,"Dance-Pop,Electro-Pop,R&;B,Pop"
3976,Brooke White,HOLD UP MY HEART,19.19047619047619,,,Pop
3977,Ne,MISS INDEPENDENT,85.125,7.0,28.0,"Swing,Pop,R&;B"
3978,Dierks Bentley,FEEL THAT FIRE,62.6,32.0,21.0,Country
3979,Flo Rida,SHONE,91.83333333333333,,,Rap
3980,"Jim Jones, Ron Browz",POP CHAMPAGNE,83.0,22.0,20.0,Rap
3981,Akon,I'M SO PAID,85.45454545454545,31.0,20.0,"R&;B,Rap"
3982,Jonas Brothers,LOVE IS ON ITS WAY,54.0,,,Rock
3983,Ludacris Co,ONE MORE DRINK,70.0,24.0,18.0,Rap
3984,U2,GET ON YOUR BOOTS,91.77777777777777,37.0,3.0,"Ireland,Rock"
3985,Kanye West,LOVE LOCKDOWN,75.8,3.0,23.0,"Alternative R&;B,R&;B,Electro-Pop,Pop,Producer"
3986,David Cook,LIGHT ON,18.5,17.0,20.0,"Pop-Rock,Pop"
3987,Beyonce,IF I WERE A BOY,20.0,3.0,20.0,"Folk Rock,Folk,R&;B,Pop"
3988,Adele,CHASING PAVEMENTS,98.5,21.0,7.0,"Blues,UK,Soul,Pop,Rock"
3989,Young Jeezy,MY PRESIDENT,98.33333333333333,53.0,6.0,Rap
3990,Spectacular! Cast,BREAK MY HEART,91.66666666666667,,,Pop
3991,Usher,TRADING PLACES,100.0,45.0,17.0,R&;B
3992,Musiq Soulchild,IFULEAVE,74.36363636363636,71.0,12.0,R&;B
3993,Plies,PUT IT ON YA,61.476190476190474,31.0,13.0,Rap
3994,Leona Lewis,BETTER IN TIME,88.38461538461539,11.0,31.0,"R&;B,Pop"
3995,The Fray,ABSOLUTE,64.85,,,Rap
3996,The Offspring,"YOU'RE GONNA GO FAR, KID",96.0,63.0,18.0,Rock
3997,Paramore,DECODE,59.0,33.0,14.0,"Alternative,Screen,Soundtrack,Pop-Rock,Emo,Alternative Rock,Rock"
3998,Bruce Springsteen,WORKING ON A DREAM,11.411764705882353,,,Rock
3999,Keyshia Cole,PLAYA CARDZ RIGHT,87.0,63.0,13.0,"R&;B,Rap"
4000,Saving Abel,ADDICTED,83.83333333333333,20.0,34.0,"Hard Rock,Post-Grunge,Rock"
4001,Pitbull,KRAZY,67.0,30.0,19.0,Rap
4002,Selena Gomez,TELL ME SOMETHING I DON'T KNOW,70.95,58.0,4.0,"Soundtrack,Pop"
4003,Christina Aguilera,KEEPS GETTIN' BETTER,88.0,7.0,18.0,Pop
4004,Beyonce,AT LAST,36.1,,,R&;B
4005,Montgomery Gentry,ROLL WITH ME,56.0,33.0,20.0,"Rap,Country Rap,Country"
4006,will.i.am,IT'S A NEW DAY,80.77777777777777,78.0,2.0,Rap
4007,Theory Of A Deadman,BAD GIRLFRIEND,22.181818181818183,75.0,17.0,"Hard Rock,Alternative Rock,Rock"
4008,Jay,SWAGGA LIKE US,97.0,5.0,20.0,"East Coast,UK Rap,UK,Rap"
4009,David Archuleta,CRUSH,91.4375,2.0,23.0,Pop
4010,Lil Wayne,MRS. OFFICER,17.82758620689655,16.0,22.0,Rap
4011,O.A.R.,SHATTERED,50.1578947368421,36.0,24.0,Pop
4012,Jazmine Sullivan,BUST YOUR WINDOWS,100.0,31.0,15.0,"Rock,R&;B"
4013,Metro Station,SEVENTEEN FOREVER,97.0,42.0,6.0,"Rock,Indie Pop,Indie Rock"
4014,Miranda Cosgrove,ABOUT YOU NOW,75.0,47.0,4.0,"Cover,Power Pop,Pop-Rock,Electro-Pop,Soundtrack,Pop"
4015,Lady Antebellum,LOOKIN' FOR A GOOD TIME,35.74074074074074,67.0,15.0,"Country,Rock"
4016,The Rock Heroes,ALL SUMMER LONG,60.07142857142857,29.0,15.0,Pop
4017,T,CAN'T BELIEVE IT,88.5,7.0,24.0,"R&;B,Rap"
4018,Matt Nathanson,COME ON GET HIGHER,47.0,59.0,20.0,Pop
4019,Busta Rhymes,ARAB MONEY,57.07142857142857,86.0,6.0,"Remix,Rap"
4020,Avant,WHEN IT HURTS,78.75,91.0,3.0,Pop
4021,Common,UNIVERSAL MIND CONTROL,82.0,62.0,6.0,"Electro-Funk,Rap"
4022,DJ Khaled,GO HARD,67.0,69.0,2.0,Rap
4023,Secondhand Serenade,FALL FOR YOU,26.52173913043478,21.0,30.0,Rock
4024,Gavin Rossdale,LOVE REMAINS THE SAME,12.305555555555555,27.0,31.0,Rock
4025,Jonas Brothers,LOVEBUG,88.71428571428571,49.0,14.0,"Rock,Pop-Rock,Pop"
4026,Miley Cyrus,FLY ON THE WALL,84.6,84.0,2.0,"Electro-Pop,Rock,Pop-Rock,Pop"
4027,Kanye West,SEE YOU IN MY NIGHTMARES,80.0,21.0,4.0,"Pop,R&;B,Rap"
4028,Daughtry,WHAT ABOUT NOW,70.27777777777777,18.0,20.0,"Alternative,Alternative Rock,Pop,Pop-Rock,Rock"
4029,Savage,SWING,69.0,45.0,20.0,Rap
4030,50 Cent,GET UP,93.71428571428571,44.0,9.0,Rap
4031,Craig Morgan,LOVE REMEMBERS,72.47058823529412,73.0,9.0,Country
4032,Luis Fonsi,NO ME DOY POR VENCIDO,41.23809523809524,92.0,9.0,"En Espa\xc3\xb1ol,Pop"
4033,Britney Spears,SHATTERED GLASS,26.666666666666668,,,Pop
4034,Slim,SO FLY,32.35,49.0,15.0,Rap
4035,M.I.A.,PAPER PLANES,53.0,4.0,20.0,"Trap,Rock,Pop,Rap"
4036,Lil Wayne,GOT MONEY,61.625,10.0,27.0,Rap
4037,Ludacris Co,LAST OF A DYING BREED,41.0,,,Rap
4038,Jazmine Sullivan,NEED U BAD,94.0,37.0,20.0,Rap
4039,Guns N' Roses,CHINESE DEMOCRACY,66.84615384615384,34.0,3.0,Rock
4040,Ludacris Co,WHAT THEM GIRLS LIKE,62.0,33.0,14.0,"R&;B,Rap"
4041,Linkin Park,LEAVE OUT ALL THE REST,31.047619047619047,94.0,2.0,"Screen,Soundtrack,Alternative,Alternative Rock,Rock"
4042,Nickelback,I'D COME FOR YOU,95.2,44.0,2.0,"Post-Grunge,Alternative Rock,Rock"
4043,Jimmy Wayne,DO YOU BELIEVE ME NOW,47.05,36.0,20.0,Pop
4044,Darius Rucker,DON'T THINK I DON'T THINK ABOUT IT,43.94444444444444,35.0,20.0,"Country,Rock"
4045,Brad Paisley,WAITIN' ON A WOMAN,83.44444444444444,44.0,20.0,"Country,Rock"
4046,"Jack White, Alicia Keys",ANOTHER WAY TO DIE,22.095238095238095,81.0,2.0,"Rock,Non-Music,Alternative Rock,Soundtrack"
4047,Toby Keith,SHE NEVER CRIED IN FRONT OF ME,79.875,42.0,20.0,"Country,Rock"
4048,Bucky Covington,I'LL WALK,62.294117647058826,70.0,8.0,Pop
4049,Pleasure P,DID YOU WRONG,55.45,90.0,4.0,"R&;B,Rap"
4050,Jordin Sparks,ONE STEP AT A TIME,87.38888888888889,17.0,21.0,Pop
4051,Taylor Swift,THE WAY I LOVED YOU,64.45,,,"Pop Country,Country,Pop"
4052,Taylor Swift,BREATHE,37.0,,,"Pop Country,Ballad,Adult Contemporary,Country,Pop"
4053,Taylor Swift,HEY STEPHEN,31.761904761904763,,,"Pop Country,Country,Pop"
4054,Flo Rida,IN THE AYER,85.29411764705883,9.0,21.0,Rap
4055,Leona Lewis,BLEEDING LOVE,84.55555555555556,1.0,39.0,"Adult Contemporary,Ballad,Brit Pop,Soul Pop,UK,R&;B,Pop"
4056,Estelle,AMERICAN BOY,44.020833333333336,9.0,30.0,"Memes,R&;B,Rap"
4057,The Killers,SPACEMAN,57.0,,,Rock
4058,Buckcherry,TOO DRUNK...,36.12,,,Rock
4059,David Archuleta,ANGELS,64.52631578947368,,,"Cover,Ballad,Pop"
4060,Jesse McCartney,IT'S OVER,63.25,62.0,5.0,Pop
4061,Luke Bryan,COUNTRY MAN,95.2,74.0,9.0,"Country,Rock"
4062,Metallica,THE DAY THAT NEVER COMES,26.416666666666668,31.0,10.0,"Heavy Metal,Thrash Metal,Rock"
4063,Nickelback,SOMETHING IN YOUR MOUTH,67.1,,,Rock
4064,Mike Jones,CUDDY BUDDY,61.35,76.0,3.0,Rap
4065,"Zac Efron, Vanessa Hudgens",CAN I HAVE THIS DANCE,42.84848484848485,98.0,2.0,"Disney,Screen,Soundtrack,Pop"
4066,Metro Station,SHAKE IT,16.25925925925926,10.0,30.0,"New Wave,Synth-Pop,Rock"
4067,Nelly,BODY ON ME,39.0,42.0,15.0,Rap
4068,Enrique Iglesias,LLORO POR TI,92.0,,,"Latin Pop,En Espa\xc3\xb1ol,Pop"
4069,Alicia Keys,SUPERWOMAN,47.6,82.0,7.0,"Soul,Pop,R&;B"
4070,Young Jeezy,PUT ON,65.25,12.0,20.0,Rap
4071,September,CRY FOR YOU,78.63157894736842,74.0,10.0,Pop
4072,Ray LaMontagne,YOU ARE THE BEST THING,50.0,,,"Soul,Adult Alternative,Ballad,Blues Rock,Folk,Folk Rock,Singer-Songwriter,Rock"
4073,Ingrid Michaelson,BE OK,31.03125,,,Rock
4074,Fall Out Boy,"WHAT A CATCH, DONNIE",35.73684210526316,,,"Alternative Pop,Alternative,Punk Rock,Pop-Rock,Ballad,Alternative Rock,Pop-Punk,Emo,Rock"
4075,George Strait,TROUBADOUR,59.89473684210526,54.0,15.0,"Country,Rock"
4076,Keith Anderson,I STILL MISS YOU,53.65,48.0,19.0,Country
4077,Natasha Bedingfield,POCKETFUL OF SUNSHINE,85.0,5.0,35.0,"Screen,Soundtrack,Pop"
4078,The Pussycat Dolls,WHEN I GROW UP,95.0,9.0,20.0,"Electro-Pop,R&;B,Pop"
4079,Fall Out Boy,HEADFIRST SLIDE INTO COOPERSTOWN ON A BAD BET,81.2,,,"Indie,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative,Alternative Rock,Punk Rock,Pop-Rock,Pop-Punk,Emo,Rock"
4080,Yung Berg,THE BUSINESS,58.27272727272727,33.0,14.0,Pop
4081,Plies,PLEASE EXCUSE MY HANDS,90.9090909090909,66.0,12.0,Rap
4082,Oasis,THE SHOCK OF THE LIGHTNING,47.0,,,Rock
4083,Keith Urban,YOU LOOK GOOD IN MY SHIRT,67.75,44.0,17.0,Country
4084,Jesse McCartney,LEAVIN',62.0,10.0,24.0,"Electro-Pop,R&;B,Pop"
4085,Ciara,GO GIRL,90.91666666666667,,,"R&;B,Rap"
4086,Sugarland,ALL I WANT TO DO,95.0,18.0,16.0,"Country,Rap"
4087,Taylor Swift,SHOULD'VE SAID NO,76.05,33.0,20.0,"Country,Pop"
4088,Lil Wayne,A MILLI,55.55555555555556,6.0,23.0,"Crunk,Rap"
4089,David Banner,GET LIKE ME,91.0,16.0,21.0,"R&;B,Rap"
4090,T.I.,READY FOR WHATEVER,84.5,,,Rap
4091,Three 6 Mafia,LOLLI LOLLI,91.5,18.0,20.0,Rap
4092,WE the Kings,CHECK YES JULIET,42.6,70.0,11.0,Rock
4093,The Ting Tings,SHUT UP AND LET ME GO,88.0,55.0,11.0,"Pop,Rock"
4094,Lil Wayne,MR. CARTER,79.11111111111111,62.0,17.0,"Producer,Rap"
4095,The Lost Trailers,HOLLER BACK,38.791666666666664,66.0,13.0,Pop
4096,Rick Ross,HERE I AM,50.7,41.0,14.0,Rap
4097,Paramore,THAT'S WHAT YOU GET,88.0,66.0,17.0,Rock
4098,Gym Class Heroes,COOKIE JAR,36.592592592592595,59.0,5.0,Rap
4099,Demi Lovato,ON THE LINE,88.0,,,"Pop-Rock,Pop,Rock"
4100,Joshua Radin,I'D RATHER BE WITH YOU,68.75,82.0,2.0,Rock
4101,Demi Lovato,GET BACK,33.833333333333336,43.0,6.0,"Pop-Rock,Pop,Rock"
4102,Maroon 5,IF I NEVER SEE YOUR FACE AGAIN,90.0,51.0,20.0,"Remix,Electro-Pop,Electronic,Dance-Pop,Dance,Pop"
4103,Keyshia Cole,HEAVEN SENT,48.15,28.0,20.0,"R&;B,Rap"
4104,Shwayze,CORONA AND LIME,88.0,23.0,8.0,Rap
4105,Miley Cyrus,7 THINGS,59.6,9.0,15.0,"Pop-Rock,Pop"
4106,John Mayer,FREE FALLIN',51.02857142857143,51.0,10.0,Rock
4107,3 Doors Down,IT'S NOT MY TIME,70.875,17.0,29.0,Rock
4108,The,I LUV YOUR GIRL,52.0,20.0,20.0,R&;B
4109,Metallica,CYANIDE,72.0,,,"Thrash Metal,Heavy Metal,Rock"
4110,T.I.,"WHAT UP, WHAT'S HAAPNIN'",98.0,,,Rap
4111,T.I.,SWING YA RAG,87.0,62.0,2.0,Rap
4112,Marvin Sapp,NEVER WOULD HAVE MADE IT,83.0,82.0,13.0,"Christian,Rap"
4113,Metallica,MY APOCALYPSE,54.3,,,"Heavy Metal,Thrash Metal,Metal,Rock"
4114,Chris Brown,TAKE YOU DOWN,81.5,43.0,20.0,"DMV,R&;B"
4115,Mariah Carey,I'LL BE LOVIN' U LONG TIME,53.578947368421055,58.0,8.0,"Pop,R&;B"
4116,Chris Brown,DREAMER,70.0,16.0,2.0,R&;B
4117,Flobots,HANDLEBARS,46.75,37.0,20.0,Rap
4118,"Brooks, Dunn",PUT A GIRL IN IT,95.8,54.0,13.0,Country
4119,Alicia Keys,TEENAGE LOVE AFFAIR,48.05,54.0,16.0,"Soul,Soul Pop,Pop,R&;B"
4120,Colby O'Donis,WHAT YOU GOT,84.0,14.0,25.0,Rap
4121,Jonas Brothers,BB GOOD,45.81578947368421,,,"Pop,Pop-Rock"
4122,Carrie Underwood,LAST NAME,14.863636363636363,19.0,20.0,Country
4123,Goo Goo Dolls,REAL,52.625,,,Rock
4124,Nelly,WARRIOR,28.682926829268293,,,Rap
4125,V.I.C.,GET SILLY,59.0,29.0,17.0,Rap
4126,Miley Cyrus,BREAKOUT,44.0,56.0,4.0,"Teen Pop,Pop-Rock,Pop"
4127,Jonas Brothers,A LITTLE BIT LONGER,43.55555555555556,,,"Pop,Pop-Rock,Rock"
4128,Danity Kane,DAMAGED,73.0,10.0,22.0,Rap
4129,Sara Bareilles,LOVE SONG,66.66666666666667,4.0,41.0,"Pop,Rock"
4130,Gavin DeGraw,IN LOVE WITH A GIRL,62.0,24.0,23.0,"Pop-Rock,Rock"
4131,Melissa Lawson,WHAT IF IT ALL GOES RIGHT,68.0,,,Pop
4132,New Kids On The Block,SUMMERTIME,18.15,36.0,13.0,Pop
4133,Jessica Simpson,COME ON OVER,91.2,65.0,7.0,"Country,Pop Country"
4134,Weezer,PORK AND BEANS,86.0,64.0,15.0,"Pop-Punk,Power Pop,Alternative Rock,Rock"
4135,Gary Allan,LEARNING HOW TO BEND,78.0,96.0,4.0,Pop
4136,Colbie Caillat,REALIZE,33.904761904761905,20.0,26.0,Pop
4137,"Demi Lovato, Joe Jonas",THIS IS ME,19.72,9.0,7.0,"Disney,Soundtrack,Pop"
4138,Flex,TE QUIERO,69.875,86.0,17.0,"Latin Music,Reggae,Reggaeton,En Espa\xc3\xb1ol,Pop"
4139,Montgomery Gentry,BACK WHEN I KNEW IT ALL,54.0,56.0,18.0,Country
4140,Kenny Chesney,BETTER AS A MEMORY,68.81818181818181,46.0,17.0,"Country,Rock"
4141,"Ray J, Yung Berg",SEXY CAN I,66.1875,3.0,26.0,Pop
4142,Flo Rida,LOW,22.7,1.0,40.0,"Crunk,Pop,Electro-Pop,Rap"
4143,Brad Paisley,I'M STILL A GUY,92.0,33.0,20.0,"Rock,Country"
4144,Usher,MOVING MOUNTAINS,16.0,67.0,9.0,R&;B
4145,Jonas Brothers,PUSHIN' ME AWAY,63.666666666666664,16.0,2.0,"Pop,Pop-Punk,Pop-Rock"
4146,Josh Gracin,WE WEREN'T CRAZY,65.0,82.0,10.0,Country
4147,Usher,LOVE IN THIS CLUB PART II,20.444444444444443,18.0,14.0,R&;B
4148,John Mayer,SAY,77.0,12.0,28.0,Rock
4149,Flyleaf,ALL AROUND ME,18.25,40.0,20.0,"Christian,Rock,Post-Grunge"
4150,Jonas Brothers,PLAY MY MUSIC,61.6875,20.0,5.0,"Soundtrack,Disney,Pop,Rock"
4151,Nas,HERO,97.66666666666667,,,Rap
4152,OneRepublic,STOP AND STARE,87.0,12.0,31.0,"Pop-Rock,Pop,Rock"
4153,Coldplay,VIOLET HILL,48.509803921568626,40.0,10.0,"Alternative,Alternative Rock,UK,Rock"
4154,Sugarland,LIFE IN A NORTHERN TOWN,36.0,43.0,3.0,Country
4155,The Game,GAME'S PAIN,75.0,75.0,7.0,"West Coast,Rap"
4156,Nelly,STEPPED ON MY J'Z,57.515151515151516,,,Pop
4157,Disturbed,INSIDE THE FIRE,17.95,73.0,15.0,"Heavy Metal,Nu-Metal,Rock"
4158,Julianne Hough,THAT SONG IN MY HEAD,71.0,88.0,6.0,Pop
4159,James Otto,JUST GOT STARTED LOVIN' YOU,85.51851851851852,27.0,20.0,Pop
4160,Joe Jonas,GOTTA FIND YOU,17.863636363636363,30.0,3.0,"Disney,Soundtrack,Pop"
4161,Mariah Carey,BYE BYE,52.095238095238095,19.0,12.0,"R&;B,Pop"
4162,George Strait,I SAW GOD TODAY,59.60526315789474,33.0,20.0,"Country,Rock"
4163,Vanessa Hudgens,SNEAKERNIGHT,14.071428571428571,,,"Jazz Fusion,R&;B,Dance-Pop,Dance,Pop"
4164,Rascal Flatts,EVERY DAY,25.095238095238095,45.0,17.0,"Country,Rock"
4165,Cast Of Camp Rock,WE ROCK,56.578947368421055,33.0,3.0,"Disney,Soundtrack,Pop"
4166,Seether,RISE ABOVE THIS,59.4,91.0,11.0,"Post-Grunge,Alternative Metal,Rock"
4167,Ashanti,THE WAY THAT I LOVE YOU,79.55555555555556,37.0,18.0,"R&;B,Rap"
4168,Kanye West,HOMECOMING,41.76190476190476,69.0,7.0,"Hip-Hop,Piano,Rap"
4169,Mariah Carey,TOUCH MY BODY,61.0,1.0,20.0,"R&;B,Pop"
4170,Rick Ross,THE BOSS,54.8,17.0,20.0,Rap
4171,2 Pistols,SHE GOT IT,34.473684210526315,24.0,20.0,Rap
4172,Taylor Swift,PICTURE TO BURN,75.5,28.0,20.0,"Country,Pop"
4173,Trey Songz,LAST TIME,37.45,69.0,13.0,R&;B
4174,Lady Antebellum,LOVE DON'T LIVE HERE,81.0,53.0,18.0,"Country,Rock"
4175,Death Cab For Cutie,I WILL POSSESS YOUR HEART,85.0,70.0,12.0,"Adult Alternative,Alternative Rock,Indie Rock,Rock"
4176,Britney Spears,BREAK THE ICE,73.0,43.0,17.0,"R&;B,Electro,Pop"
4177,Rihanna,DON'T STOP THE MUSIC,78.0,3.0,30.0,"Electro-Pop,Dance-Pop,Electro House,House,Dance,Electronic,Pop"
4178,Trace Adkins,YOU'RE GONNA MISS THIS,12.483870967741936,12.0,20.0,Country
4179,Lil Wayne,3 PEAT,87.36363636363636,,,Rap
4180,Phil Vassar,LOVE IS A BEAUTIFUL THING,21.357142857142858,48.0,17.0,Pop
4181,Toby Keith,SHE'S A HOTTIE,65.5,71.0,11.0,"Country,Rock"
4182,Tyga,COCONUT JUICE,86.5,,,Rap
4183,Josh Turner,ANOTHER TRY,47.3,96.0,3.0,"Country,Rock"
4184,Yael Naim,NEW SOUL,79.5,7.0,19.0,"Gospel,Folk,Pop"
4185,Daughtry,FEELS LIKE TONIGHT,94.85714285714286,24.0,20.0,"Pop,Post-Grunge,Alternative,Alternative Rock,Pop-Rock,Rock"
4186,Disturbed,INDESTRUCTIBLE,33.4,,,"Heavy Metal,Nu-Metal,Rock"
4187,Lil Wayne,YOU AIN'T GOT NUTHIN,59.666666666666664,,,Rap
4188,Panic! At The Disco,NINE IN THE AFTERNOON,65.3529411764706,51.0,19.0,"Folk Rock,Folk,Pop,Psychedelic,Psychedelic Rock,Pop-Rock,Baroque Pop,Rock"
4189,Raheem DeVaughn,CUSTOMER,68.23529411764706,76.0,9.0,Pop
4190,Alicia Keys,NO ONE,86.0,1.0,39.0,"Soul,Soul Pop,Pop,R&;B"
4191,Taylor Swift,OUR SONG,84.16666666666667,16.0,36.0,"Pop Country,Country,Pop"
4192,Nelly,PARTY PEOPLE,48.0,40.0,10.0,Rap
4193,Chris Cagle,WHAT KINDA GONE,89.33333333333333,54.0,20.0,Country
4194,"David Guetta, Chris Willis",LOVE IS GONE,100.0,,,"Electronic,Dance,House,Pop"
4195,David Cook,ALWAYS BE MY BABY,99.0,,,Pop
4196,Ferras,HOLLYWOOD'S NOT AMERICA,61.55,62.0,10.0,Pop
4197,Colbie Caillat,BUBBLY,86.0,5.0,47.0,Pop
4198,Finger Eleven,PARALYZER,47.0,6.0,50.0,Rock
4199,American Girl,ALL,25.03125,27.0,20.0,Country
