,Artist,Name,Genre,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,grammy_win
692,PUSHA T,WHAT WOULD MEEK DO?,"TRAP,RAP",0.7025879917184265,0.3530612244897959,0.1505882352941176,0.0
693,SHAWN MENDES,YOUTH,POP,0.1636387163561077,0.6530612244897959,0.0,0.0
694,JENNIFER LOPEZ,DINERO,"EAST COAST,LATIN TRAP,LATIN POP,EN ESPA\XC3\XB1OL,POP",0.2075037770689944,0.4673469387755101,0.1929411764705882,0.0
695,DARIUS RUCKER,FOR THE FIRST TIME,COUNTRY,0.9366459627329192,0.5816326530612245,0.0941176470588235,0.0
696,LUKE BRYAN,MOST PEOPLE ARE GOOD,COUNTRY,0.1145962732919254,0.4285714285714285,0.188235294117647,0.0
697,"LOGIC, MARSHMELLO",EVERYDAY,"EDM,DMV,ELECTRONIC,ELECTRO,TRAP,RAP",0.8062828475871955,0.2857142857142857,0.1294117647058823,0.0
698,POST MALONE,SPOIL MY NIGHT,"CLOUD RAP,TRAP,R&;B,RAP",0.8156235069278548,0.1428571428571428,0.0352941176470588,0.0
699,PUSHA T,THE GAMES WE PLAY,"EAST COAST,RAP",0.8627329192546584,0.2897959183673469,0.1905882352941176,0.0
700,KEVIN GATES,CHANGE LANES,RAP,0.7232260493130058,0.3693877551020407,0.1529411764705882,0.0
701,KRIS WU,LIKE THAT,"KOREAN,R&;B,TRAP,POP",0.1483260112104226,0.4489795918367346,0.0023529411764705,0.0
702,LIL BABY,SOUTHSIDE,"TRAP,MOTOWN,RAP",0.6740786749482403,0.5326530612244899,0.0917647058823529,0.0
703,KEVIN GATES,LET IT SING,RAP,0.3685714285714286,0.5693877551020408,0.0635294117647058,0.0
704,"PHARRELL WILLIAMS, CAMILA CABELLO",SANGRIA WINE,"LATIN MUSIC,LATIN POP,EN ESPA\XC3\XB1OL,POP",0.831055900621118,0.3714285714285714,0.1529411764705882,0.0
705,NAV,CHAMPION,"TRAP,CANADA,RAP",0.5163975155279503,0.3020408163265305,0.0494117647058823,0.0
706,LIL SKIES,RED ROSES,"CLOUD RAP,TRAP,RAP",0.9049689440993788,0.693877551020408,0.2117647058823529,0.0
707,POST MALONE,STAY,"FOLK,COUNTRY,BALLAD,ACOUSTIC",0.5142857142857143,0.1632653061224489,0.0235294117647058,0.0
708,J. COLE,ATM,"CONSCIOUS HIP-HOP,TRAP,RAP",0.7905797101449277,0.0510204081632653,0.0352941176470588,0.0
709,J. COLE,KEVIN'S HEART,RAP,0.744321206743567,0.0714285714285714,0.0352941176470588,0.0
710,MEGHAN TRAINOR,NO EXCUSES,"BLUE-EYED SOUL,FUNK-POP,ELECTRONIC,ELECTRO-POP,DANCE,DANCE-POP,POP",0.2044543034605146,0.4591836734693877,0.1176470588235294,0.0
711,BHAD BHABIE,GUCCI FLIP FLOPS,"HIP-HOP,RAP",0.831055900621118,0.7959183673469387,0.0117647058823529,0.0
712,YOUNGBOY NEVER BROKE AGAIN,OUTSIDE TODAY,RAP,0.1114436288349332,0.3061224489795918,0.1999999999999999,0.0
713,MIGOS,STIR FRY,"MOTOWN,TRAP,RAP",0.1768198757763975,0.0714285714285714,0.2235294117647059,0.0
714,POST MALONE,OVER NOW,"POP,ALTERNATIVE ROCK",0.8732919254658386,0.2346938775510204,0.0117647058823529,0.0
715,POST MALONE,ZACK AND CODEINE,"CLOUD RAP,TRAP,RAP",0.9683229813664598,0.2244897959183673,0.0117647058823529,0.0
716,POST MALONE,SAME BITCHES,"BOOM BAP,WEST COAST,RAP",0.653664596273292,0.1938775510204081,0.0117647058823529,0.0
717,TANK,WHEN WE,R&;B,0.7782608695652175,0.7857142857142856,0.2117647058823529,0.0
718,POST MALONE,TAKIN' SHOTS,"CLOUD RAP,TRAP,RAP",0.6626675384112456,0.2857142857142857,0.0117647058823529,0.0
719,POST MALONE,92 EXPLORER,POP,0.8416149068322982,0.3979591836734693,0.0117647058823529,0.0
720,JUSTIN TIMBERLAKE,SAY SOMETHING,"CONTEMPORARY FOLK,EXPERIMENTAL FOLK,EXPERIMENTAL POP,ELECTRO-POP,AMERICANA,POP,COUNTRY",0.3053285387381497,0.0816326530612244,0.1647058823529411,0.0
721,CARDI B,BARTIER CARDI,"TRAP,RAP",0.7307453416149069,0.1326530612244897,0.2117647058823529,0.0
722,NICKI MINAJ,BARBIE TINGZ,"RAP,POP",0.7677018633540373,0.2448979591836734,0.0235294117647058,0.0
723,POST MALONE,OTHERSIDE,"SYNTH-POP,ELECTRO-POP,POP,RAP",0.8785714285714287,0.4591836734693877,0.0,0.0
724,POST MALONE,BLAME IT ON ME,"TRAP,RAP",0.15025140490979,0.4693877551020408,0.0,0.0
725,YOUNGBOY NEVER BROKE AGAIN,DIAMOND TEETH SAMURAI,RAP,0.7254658385093168,0.5918367346938775,0.0352941176470588,0.0
726,CARDI B,I DO,RAP,0.831055900621118,0.2244897959183673,0.0352941176470588,0.0
727,YOUNGBOY NEVER BROKE AGAIN,PREACH,RAP,0.5318840579710145,0.4306122448979591,0.0517647058823529,0.0
728,POST MALONE,CANDY PAINT,"SOUNDTRACK,EAST COAST,POP,TRAP,RAP",0.8732919254658386,0.336734693877551,0.2235294117647059,0.0
729,POST MALONE,SUGAR WRAITH,"TRAP,RAP",0.2867391304347826,0.1816326530612245,0.1717647058823529,0.0
730,J. COLE,MOTIV8,RAP,0.5173654244306417,0.1428571428571428,0.0,0.0
731,POST MALONE,JONESTOWN,"PSYCHEDELIC,EMO,ALTERNATIVE ROCK,RAP",0.4533314511575381,0.6979591836734693,0.0870588235294117,0.0
732,J. COLE,PHOTOGRAPH,RAP,0.6337692056227525,0.1326530612244897,0.0,0.0
733,J. COLE,THE CUT OFF,"BOOM BAP,CONSCIOUS HIP-HOP,RAP",0.7238819875776398,0.3693877551020407,0.1529411764705882,0.0
734,J. COLE,BRACKETS,"CONSCIOUS HIP-HOP,RAP",0.9683229813664598,0.4612244897959183,0.0658823529411764,0.0
735,J. COLE,WINDOW PAIN,RAP,0.2461697722567288,0.0673469387755101,0.2752941176470588,0.0
736,IMAGINE DRAGONS,THUNDER,"SYNTH-POP,ADULT ALTERNATIVE,ELECTRONIC ROCK,ELECTRO-POP,ALTERNATIVE DANCE,DANCE-POP,INDIE ROCK,ALTERNATIVE POP,ALTERNATIVE,POP,POP-ROCK,ALTERNATIVE ROCK,ROCK",0.1683229813664596,0.0306122448979591,0.5882352941176471,0.0
737,J. COLE,ONCE AN ADDICT,RAP,0.6832298136645963,0.5775510204081632,0.1317647058823529,0.0
738,NF,LET YOU DOWN,"HIP-HOP,POP,RAP",0.2224046140195208,0.1122448979591836,0.3058823529411765,0.0
739,PORTUGAL. THE MAN,FEEL IT STILL,"ADULT CONTEMPORARY,ALTERNATIVE DANCE,ELECTRONIC ROCK,ADULT ALTERNATIVE,POP,POP-ROCK,FUNK ROCK,ELECTRONIC,INDIE ROCK,ALTERNATIVE POP,ALTERNATIVE ROCK,INDIE POP,ROCK",0.8266100032690422,0.0306122448979591,0.5058823529411764,0.0
740,BRETT ELDREDGE,THE LONG WAY,COUNTRY,0.9507246376811592,0.6530612244897959,0.1176470588235294,0.0
741,"RAE SREMMURD, TRAVIS SCOTT",CLOSE,"R&;B,TRAP,RAP",0.660351966873706,0.3693877551020407,0.1152941176470588,0.0
742,CARDI B,THRU YOUR PHONE,"POP,TRAP,R&;B,RAP",0.5030667701863354,0.5,0.0117647058823529,0.0
743,CARDI B,BEST LIFE,RAP,0.9366459627329192,0.3877551020408162,0.0117647058823529,0.0
744,MAX,LIGHTS DOWN LOW,POP,0.4573844030365771,0.1938775510204081,0.3058823529411765,0.0
745,POST MALONE,I FALL APART,"R&;B,RAP",0.6057971014492753,0.1530612244897959,0.3294117647058823,0.0
746,G,HIM & I,"WEST COAST,R&;B,RAP",0.8657497781721385,0.1326530612244897,0.2117647058823529,0.0
747,HALSEY,BAD AT LOVE,"ALTERNATIVE POP,ALTERNATIVE,POP,RAP,DANCE-POP",0.2608695652173913,0.0408163265306122,0.3647058823529412,0.0
748,THOMAS RHETT,MARRY ME,COUNTRY,0.7963620230700976,0.2959183673469387,0.2117647058823529,0.0
749,CARDI B,BICKENHEAD,"BOUNCE,RAP",0.8479503105590062,0.4285714285714285,0.0,0.0
750,ZAYN,LET ME,"UK,ACOUSTIC,ELECTRONIC,ELECTRO-POP,POP",0.6193478260869566,0.5061224489795918,0.1129411764705882,0.0
751,THE WEEKND,WASTED TIMES,"ELECTRO-POP,POP,ELECTRONIC,CANADA,R&;B",0.4227743271221532,0.2653061224489795,0.0117647058823529,0.0
752,CARDI B,GET UP 10,"TRAP,CLOUD RAP,RAP",0.8738198757763975,0.3775510204081632,0.0,0.0
753,SWAE LEE,GUATEMALA,"AFROBEATS,DANCEHALL,POP,RAP",0.7043478260869566,0.4877551020408163,0.1788235294117647,0.0
754,CARDI B,MONEY BAG,"TRAP,RAP",0.6832298136645963,0.5816326530612245,0.0,0.0
755,YOUNG THUG,ANYBODY,"ATLANTA,TRAP,RAP",0.8847308488612836,0.2816326530612244,0.1811764705882352,0.0
756,"CARDI B, YG",SHE BAD,"TRAP,WEST COAST,RAP",0.1322416713721061,0.5714285714285714,0.0,0.0
757,6IX9INE,BILLY,"TRAP METAL,METALRAP,TRAP,RAP ROCK,GANGSTA RAP,HIP-HOP,NU-METAL,SCREAMO,RAP",0.4657142857142857,0.5,0.0705882352941176,0.0
758,DJ KHALED,TOP OFF,"TRAP,RAP",0.9472049689440992,0.2142857142857142,0.0588235294117647,0.0
759,HIGH VALLEY,SHE'S WITH ME,COUNTRY,0.6955486542443066,0.7959183673469387,0.0705882352941176,0.0
760,DANIEL CAESAR,GET YOU,"CANADA,R&;B",0.6043478260869567,0.9387755102040816,0.0470588235294117,0.0
761,SZA,BROKEN CLOCKS,"NEO SOUL,R&;B",0.9472049689440992,0.8265306122448979,0.0235294117647058,0.0
762,SCOTTY MCCREERY,FIVE MORE MINUTES,COUNTRY,0.3150418579530111,0.4387755102040815,0.2117647058823529,0.0
763,6IX9INE,GOTTI,"R&;B,HIP-HOP,EAST COAST,CLOUD RAP,TRAP,RAP",0.3960248447204968,0.3979591836734693,0.0776470588235294,0.0
764,DEREZ DE'SHON,HARDAWAY,RAP,0.7322981366459627,0.6122448979591836,0.1058823529411764,0.0
765,DEMI LOVATO,TELL ME YOU LOVE ME,POP,0.6726708074534162,0.5306122448979591,0.2117647058823529,0.0
766,THE WEEKND,TRY ME,"CANADA,R&;B",0.153695652173913,0.2551020408163265,0.0,0.0
767,CHRIS STAPLETON,BROKEN HALOS,COUNTRY,0.4720496894409938,0.4489795918367346,0.2117647058823529,1.0
768,DEVIN DAWSON,ALL ON ME,"POP,COUNTRY",0.98944099378882,0.520408163265306,0.2117647058823529,0.0
769,ALICE MERTON,NO ROOTS,"ADULT ALTERNATIVE,ADULT CONTEMPORARY,SYNTH-POP,ALTERNATIVE POP,ALTERNATIVE ROCK,POP,DANCE-POP,DANCE,ROCK,ELECTRO-POP,POP-ROCK,ALTERNATIVE",0.0977511244377811,0.846938775510204,0.0117647058823529,0.0
770,2 CHAINZ,PROUD,"WEST COAST,MOTOWN,TRAP,RAP",0.1958356860530773,0.9693877551020408,0.0,0.0
771,THE WEEKND,I WAS NEVER THERE,"CANADA,R&;B",0.3495161057345082,0.5,0.1129411764705882,0.0
772,THE WEEKND,HURT YOU,"CANADA,R&;B",0.3822981366459627,0.5816326530612244,0.0705882352941176,0.0
773,"N*E*R*D, RIHANNA",LEMON,"ALTERNATIVE POP,ELECTRO-POP,RAP,R&;B,POP",0.7069875776397516,0.3571428571428571,0.2352941176470588,0.0
774,THE WEEKND,PRIVILEGE,"CANADA,R&;B",0.8732919254658386,0.3081632653061224,0.0894117647058823,0.0
775,LIL SKIES,NOWADAYS,"CLOUD RAP,TRAP,RAP",0.9170363797692992,0.5510204081632653,0.1294117647058823,0.0
776,YOUNGBOY NEVER BROKE AGAIN,NO SMOKE,RAP,0.4840579710144927,0.6122448979591836,0.188235294117647,0.0
777,CHRIS BROWN,TEMPO,R&;B,0.4568711180124224,0.8877551020408162,0.0235294117647058,0.0
778,"TYLER, THE CREATOR",OKRA,RAP,0.2828322981366459,0.2061224489795918,0.2329411764705882,0.0
779,"LUIS FONSI, DEMI LOVATO",ECHAME LA CULPA,"DANCE-POP,DANCE,REGGAETON,LATIN POP,EN ESPA\XC3\XB1OL,POP",0.5188110026619344,0.4693877551020408,0.2117647058823529,0.0
780,OLD DOMINION,WRITTEN IN THE SAND,"POP,COUNTRY",0.6902691511387165,0.510204081632653,0.2117647058823529,0.0
781,"OZUNA, CARDI B",LA MODELO,"EAST COAST,LATIN POP,POP,REGGAETON,DANCEHALL,R&;B,LATIN MUSIC,EN ESPA\XC3\XB1OL,RAP",0.9524844720496894,0.520408163265306,0.1411764705882353,0.0
782,P!NK,BEAUTIFUL TRAUMA,POP,0.6114285714285715,0.7857142857142856,0.1529411764705882,0.0
783,LIL YACHTY,NBAYOUNGBOAT,"TRAP,RAP",0.3594202898550725,0.6326530612244897,0.0235294117647058,0.0
784,H.E.R.,FOCUS,R&;B,0.639304347826087,0.2408163265306122,0.0823529411764706,0.0
785,G,NO LIMIT,"TRAP,EAST COAST,WEST COAST,RAP",0.2608695652173913,0.0306122448979591,0.3176470588235294,0.0
786,KENDRICK LAMAR,LOVE.,"PRODUCER,BALLAD,CONSCIOUS HIP-HOP,POP,R&;B,WEST COAST,RAP",0.1861442904921166,0.1020408163265306,0.4470588235294117,0.0
787,"SELENA GOMEZ, MARSHMELLO",WOLVES,"DANCE,ELECTRONIC,ELECTRO-POP,POP",0.8278881987577641,0.1938775510204081,0.2470588235294117,0.0
788,"MIGOS, NICKI MINAJ, CARDI B",MOTORSPORT,"MOTOWN,TRAP,RAP",0.7248792270531401,0.0510204081632653,0.2352941176470588,0.0
789,6IX9INE,GUMMO,"CLOUD RAP,HARDCORE HIP-HOP,HIP-HOP,TRAP,RAP,EAST COAST",0.1668284161490683,0.1122448979591836,0.2117647058823529,0.0
790,FAMOUS DEX,PICK IT UP,"TRAP,RAP",0.901952085181899,0.5408163265306122,0.2117647058823529,0.0
791,LIL XAN,BETRAYED,"TRAP,RAP",0.4859431186662308,0.6428571428571428,0.2117647058823529,0.0
792,LOGIC,44 MORE,"DMV,TRAP,RAP",0.5104626258299423,0.2142857142857142,0.0352941176470588,0.0
793,BLAC YOUNGSTA,BOOTY,RAP,0.9366459627329192,0.7346938775510203,0.0352941176470588,0.0
794,YBN NAHMIR,RUBBIN OFF THE PAINT,RAP,0.7175465838509317,0.4591836734693877,0.1764705882352941,0.0
795,TRIPPIE REDD,DARK KNIGHT DUMMO,"HORRORCORE,CLOUD RAP,TRAP,RAP",0.3098249576510446,0.7244897959183673,0.0588235294117647,0.0
796,KHALID,YOUNG DUMB & BROKE,"HIP-HOP,TRAP,POP,R&;B",0.4678260869565218,0.173469387755102,0.4,0.0
797,CHARLIE PUTH,HOW LONG,"DISCO,FUNK,POP",0.7175465838509317,0.2040816326530612,0.2588235294117647,0.0
798,LIN,FOUND / TONIGHT,"BROADWAY,POP",0.98944099378882,0.510204081632653,0.1388235294117647,0.0
799,MIGUEL,SKY WALKER,"RAP,ELECTRO-POP,POP,R&;B",0.910248447204969,0.2857142857142857,0.2823529411764706,0.0
800,XXXTENTACION,INFINITY,"HIP-HOP,LO-FI,SOUL,AMERICAN UNDERGROUND,BOOM BAP,EMO,RAP",0.7583160800552106,0.1551020408163265,0.1505882352941176,0.0
801,XXXTENTACION,GOING DOWN!,"TRAP,RAP",0.2756971058543677,0.1755102040816326,0.3035294117647059,0.0
802,"JACQUEES, DEJ LOAF",AT THE CLUB,R&;B,0.51061301647313,0.8673469387755102,0.0588235294117647,0.0
803,THE CHAINSMOKERS,EVERYBODY HATES ME,"HOUSE,ELECTRO-POP,ELECTRONIC,DANCE,POP",0.6072049689440994,0.657142857142857,0.1176470588235294,0.0
804,A$AP FERG,PLAIN JANE,"EAST COAST,TRAP,FASHION,REMIX,RAP",0.4768012422360249,0.2551020408163265,0.2705882352941177,0.0
805,DEMI LOVATO,SORRY NOT SORRY,"R&;B,POP",0.2835518748562227,0.0510204081632653,0.4,0.0
806,LOGIC,INDICA BADU,"DMV,TRAP,RAP",0.8951641526175688,0.2877551020408163,0.2941176470588235,0.0
807,LOGIC,CONTRA,"DMV,TRAP,RAP",0.9366459627329192,0.4571428571428571,0.0729411764705882,0.0
808,LOGIC,OVERNIGHT,"DMV,TRAP,RAP",0.1261165335699497,0.3571428571428571,0.2141176470588235,0.0
809,LIL YACHTY,66,"CLOUD RAP,TRAP,RAP",0.6726708074534162,0.4714285714285713,0.16,0.0
810,LOGIC,MIDNIGHT,"DMV,TRAP,RAP",0.3260234330886505,0.4163265306122448,0.1694117647058823,0.0
811,LOGIC,WASSUP,"DMV,TRAP,RAP",0.5822306238185255,0.6510204081632652,0.108235294117647,0.0
812,EMINEM,RIVER,"ROCK,UK,POP,RAP",0.8486542443064183,0.1020408163265306,0.1294117647058823,0.0
813,LOGIC,YUCK,"DMV,BEEF,TRAP,RAP",1.0,0.420408163265306,0.1929411764705882,0.0
814,LIL YACHTY,BOOM!,"CLOUD RAP,TRAP,RAP",0.2846273291925466,0.3530612244897958,0.2588235294117648,0.0
815,LOGIC,BOOMTRAP PROTOCOL,"DMV,TRAP,RAP",0.4667701863354038,0.4673469387755101,0.1929411764705882,0.0
816,LOGIC,WARM IT UP,"DMV,TRAP,RAP",0.5734161490683231,0.6122448979591836,0.108235294117647,0.0
817,MACKLEMORE,GOOD OLD DAYS,"ADULT CONTEMPORARY,PIANO,POP,RAP",0.6801242236024845,0.4795918367346938,0.2117647058823529,0.0
818,CARRIE UNDERWOOD,THE CHAMPION,"COUNTRY,POP",0.3896894409937889,0.4693877551020408,0.0117647058823529,0.0
819,"6IX9INE, FETTY WAP, A BOOGIE WIT DA HOODIE",KEKE,"HARDCORE HIP-HOP,EAST COAST,TRAP,RAP",0.5881987577639752,0.4285714285714285,0.0705882352941176,0.0
820,"JOYNER LUCAS, CHRIS BROWN",STRANGER THINGS,"R&;B,TRAP,RAP",0.9260869565217392,0.4795918367346938,0.1341176470588235,0.0
821,"SOB, RBE",PARAMEDIC!,"BAY AREA,TRAP,WEST COAST,RAP,SOUNDTRACK",0.5403312629399587,0.6530612244897959,0.0235294117647058,0.0
822,"MALUMA, NEGO DO BOREL",CORAZON,"BRASIL,REMIX,EM PORTUGU\XC3\XAAS,POP,EN ESPA\XC3\XB1OL,REGGAETON,LATIN MUSIC",0.5665527950310559,0.8775510204081631,0.0823529411764705,0.0
823,CARDI B,BODAK YELLOW,"TRAP,RAP",0.2592023537103628,0.0,0.388235294117647,0.0
824,5 SECONDS OF SUMMER,WANT YOU BACK,"POP-ROCK,AUSTRALIA,ELECTRO-POP,POP",0.1999153020892151,0.4489795918367346,0.2164705882352941,0.0
825,RUSSELL DICKERSON,YOURS,COUNTRY,0.8416149068322982,0.4897959183673468,0.2117647058823529,0.0
826,6IX9INE,RONDO,"HARDCORE HIP-HOP,CANADA,TRAP,RAP",0.6547664056170672,0.3040816326530612,0.1105882352941176,0.0
827,WALKER HAYES,YOU BROKE UP WITH ME,COUNTRY,0.6973084886128365,0.6224489795918366,0.1999999999999999,0.0
828,6IX9INE,KOODA,"GANGSTA RAP,HARDCORE HIP-HOP,TRAP,EAST COAST,BEEF,RAP",0.1609109730848861,0.5,0.0823529411764705,0.0
829,"KHALID, SWAE LEE",THE WAYS,"RAP,R&;B,SOUNDTRACK",0.5491304347826087,0.6326530612244897,0.0117647058823529,0.0
830,MIGOS,NOTICE ME,"EAST COAST,MOTOWN,TRAP,RAP",0.6188198757763975,0.520408163265306,0.0352941176470588,0.0
831,KODAK BLACK,CODEINE DREAMING,"TRAP,RAP",0.1645586297760211,0.520408163265306,0.1411764705882353,0.0
832,BECKY G,MAYORES,"LATIN MUSIC,REGGAETON,POP,EN ESPA\XC3\XB1OL",0.7216261998870696,0.7448979591836734,0.188235294117647,0.0
833,JANELLE MONAE,MAKE ME FEEL,"ALTERNATIVE R&;B,ELECTRONIC,FUNK,R&;B",0.8574534161490683,0.3020408163265305,0.2235294117647059,0.0
834,PLIES,ROCK,RAP,0.4477639751552795,0.9591836734693876,0.0352941176470588,0.0
835,ED SHEERAN,SHAPE OF YOU,"TROPICAL HOUSE,DANCEHALL,POP,UK",0.8828910220214569,0.0,0.6705882352941176,1.0
836,SAM SMITH,TOO GOOD AT GOODBYES,"ADULT CONTEMPORARY,R&;B,SOUL POP,ORCHESTRAL,SOUL,BALLAD,UK,POP",0.323343685300207,0.0306122448979591,0.2588235294117647,0.0
837,LIL PUMP,GUCCI GANG,"MEMES,TRAP,RAP",0.0946799891979476,0.0204081632653061,0.2588235294117647,0.0
838,GUCCI MANE,I GET THE BAG,"ATLANTA,TRAP,RAP",0.5400232919254658,0.1020408163265306,0.2941176470588235,0.0
839,"HAILEE STEINFELD, ALESSO",LET ME GO,"ELECTRO-POP,TROPICAL HOUSE,ELECTRONIC,DANCE,POP",0.9577639751552796,0.3979591836734693,0.2352941176470588,0.0
840,"KENDRICK LAMAR, TRAVIS SCOTT",BIG SHOT,"MARVEL,SOUNDTRACK,RAP",0.8416149068322982,0.7142857142857142,0.0,0.0
841,TAYLOR SWIFT,END GAME,"R&;B,SYNTH-POP,UK,ELECTRONIC,RAP,POP",0.8965217391304349,0.173469387755102,0.1411764705882353,0.0
842,"LIAM PAYNE, RITA ORA",FOR YOU,"UK,SOUNDTRACK,POP",0.8187370600414079,0.7653061224489796,0.0117647058823529,0.0
843,WALK THE MOON,ONE FOOT,"ADULT ALTERNATIVE,ROCK,ADULT CONTEMPORARY,INDIE,INDIE POP,INDIE ROCK,ELECTRO-FUNK,ELECTRONIC ROCK,ALTERNATIVE,ALTERNATIVE DANCE,ALTERNATIVE ROCK,POP-ROCK,ELECTRO-POP,ALTERNATIVE POP,POP",0.3076964623278422,0.6530612244897959,0.0705882352941176,0.0
844,KEITH URBAN,FEMALE,"AUSTRALIA,COUNTRY",0.6283229813664596,0.693877551020408,0.0470588235294117,0.0
845,800,1,"HIP-HOP,CANADA,DMV,POP,RAP",0.070807453416149,0.0204081632653061,0.4705882352941176,0.0
846,KODAK BLACK,ROLL IN PEACE,"TRAP,RAP",0.5746228926353151,0.3061224489795918,0.2823529411764706,0.0
847,JUSTIN TIMBERLAKE,FILTHY,"ELECTRO-FUNK,ELECTRONIC,FUNK,POP",0.7643674403399805,0.0816326530612244,0.0470588235294117,0.0
848,KENDRICK LAMAR,BLACK PANTHER,"MARVEL,SOUNDTRACK,WEST COAST,RAP",0.5987577639751553,0.6142857142857142,0.1011764705882352,0.0
849,"NATTI NATASHA, OZUNA",CRIMINAL,"POP,EN ESPA\XC3\XB1OL,LATIN MUSIC,REGGAETON",0.4720496894409938,0.9591836734693876,0.0117647058823529,0.0
850,"ZAC EFRON, ZENDAYA",REWRITE THE STARS,"SCREEN,MUSICALS,SOUNDTRACK,POP",0.5643020594965675,0.7040816326530611,0.0588235294117647,0.0
851,BRETT YOUNG,LIKE I LOVED YOU,COUNTRY,0.1318385093167702,0.4591836734693877,0.2117647058823529,0.0
852,CHRIS YOUNG,LOSING SLEEP,COUNTRY,0.1792772444946358,0.6020408163265305,0.2117647058823529,0.0
853,JUSTIN TIMBERLAKE,MAN OF THE WOODS,"ALTERNATIVE POP,FUNK-POP,FUNK,POP",0.8697722567287786,0.2265306122448979,0.2941176470588235,0.0
854,DRAKE,DIPLOMATIC IMMUNITY,"BEEF,CANADA,RAP",0.6418737060041407,0.0612244897959183,0.0117647058823529,0.0
855,MIGOS,BBO,"MOTOWN,TRAP,RAP",0.4978605935127674,0.4795918367346938,0.0,0.0
856,THE CHAINSMOKERS,SICK BOY,"DANCE-POP,INDIE POP,ALTERNATIVE ROCK,ALTERNATIVE,PIANO,ELECTRO-POP,POP,DANCE,ELECTRONIC",1.0,0.6530612244897959,0.0117647058823529,0.0
857,EASTON CORBIN,A GIRL LIKE YOU,COUNTRY,0.7518633540372671,0.3693877551020407,0.1858823529411764,0.0
858,JUSTIN TIMBERLAKE,SUPPLIES,"TRAP,ELECTRO-POP,ELECTRONIC,FUNK,POP",0.665631469979296,0.7142857142857142,0.0,0.0
859,IMAGINE DRAGONS,BELIEVER,"ALTERNATIVE POP,ALTERNATIVE ROCK,ROCK,POP-ROCK,ALTERNATIVE,ADULT ALTERNATIVE,ELECTRO-POP,POP",0.7677018633540373,0.0306122448979591,0.5882352941176471,0.0
860,LIL UZI VERT,THE WAY LIFE GOES,"REMIX,RAP",0.3340544013707432,0.2346938775510204,0.2470588235294117,0.0
861,MIGOS,SUPASTARS,"MOTOWN,TRAP,RAP",0.9260869565217392,0.4265306122448978,0.1788235294117647,0.0
862,MIGOS,WHITE SAND,"TRAP,MOTOWN,RAP",0.6732919254658386,0.4530612244897958,0.1905882352941176,0.0
863,MIGOS,GANG GANG,"R&;B,MOTOWN,RAP",0.9366459627329192,0.5020408163265305,0.1035294117647058,0.0
864,MIGOS,HIGHER WE GO,"TRAP,RAP",0.8317598343685301,0.4326530612244897,0.2117647058823529,0.0
865,MIGOS,AUTO PILOT,"MOTOWN,TRAP,RAP",0.5470742072572737,0.4306122448979591,0.1411764705882353,0.0
866,MIGOS,EMOJI A CHAIN,"MOTOWN,TRAP,RAP",0.9272601794340926,0.5387755102040815,0.1388235294117647,0.0
867,ERIC CHURCH,ROUND HERE BUZZ,COUNTRY,0.7122670807453416,0.5612244897959183,0.1999999999999999,0.0
868,MIGOS,CC,"MOTOWN,TRAP,RAP",0.98944099378882,0.5591836734693877,0.1176470588235294,0.0
869,SOFI TUKKER,BEST FRIEND,"ALTERNATIVE DANCE,ELECTRONICA,FUNK,ELECTRO-FUNK,DEEP HOUSE,HOUSE,DANCE-POP,GAMING,SOUNDTRACK,POP",0.99472049689441,0.8163265306122448,0.0352941176470588,0.0
870,MAROON 5,WHAT LOVERS DO,"FUNK,R&;B,POP",0.5142857142857143,0.0816326530612244,0.2352941176470588,0.0
871,"J BALVIN, WILLY WILLIAM",MI GENTE,"DANCEHALL,LATIN MUSIC,EN ESPA\XC3\XB1OL,POP",0.5317080745341615,0.0204081632653061,0.3294117647058823,0.0
872,21 SAVAGE,BANK ACCOUNT,"MEMES,TRAP,RAP",0.3052173913043479,0.1122448979591836,0.3176470588235294,0.0
873,CHARLIE PUTH,ATTENTION,"FUNK,DISCO,ADULT CONTEMPORARY,SOUL POP,POP-ROCK,PRODUCER,POP",0.7254658385093168,0.0408163265306122,0.4470588235294117,0.0
874,FRENCH MONTANA,UNFORGETTABLE,"DANCEHALL,RAP",0.1372412008281573,0.0204081632653061,0.4705882352941176,0.0
875,LANCO,GREATEST LOVE STORY,COUNTRY,0.4778571428571428,0.4489795918367346,0.2235294117647059,0.0
876,NF,NO NAME,"TRAP,POP,RAP",0.1148462354188759,0.2755102040816326,0.2329411764705882,0.0
877,"QUAVO, LIL YACHTY",ICE TRAY,"TRAP,BEEF,MOTOWN,RAP",0.5562703342206449,0.7448979591836734,0.0470588235294117,0.0
878,LOREN ALLRED,NEVER ENOUGH,"MUSICALS,SOUNDTRACK,POP",0.6124844720496895,0.8877551020408162,0.0235294117647058,0.0
879,LIL BABY,MY DAWG,RAP,0.2503105590062112,0.7142857142857142,0.0588235294117647,0.0
880,BLAKE SHELTON,I'LL NAME THE DOGS,COUNTRY,0.8838509316770187,0.5612244897959183,0.2117647058823529,0.0
881,SZA,THE WEEKEND,R&;B,0.8891304347826088,0.2857142857142857,0.2705882352941177,0.0
882,MARSHMELLO,SILENCE,"ELECTRO-POP,ELECTRONIC,DANCE,POP",0.359860248447205,0.2959183673469387,0.2470588235294117,0.0
