,Artist,Name,Genre,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,grammy_win
2907,VAN HALEN,TATTOO,ROCK,0.2239130434782609,0.4244897959183673,0.1411764705882353,0.0
2908,SNOW PATROL,CALLED OUT IN THE DARK,ROCK,0.9683229813664598,0.5591836734693877,0.0988235294117647,0.0
2909,LANA DEL REY,VIDEO GAMES,"BALLAD,BAROQUE POP,INDIE POP,POP",0.3312629399585921,0.4938775510204081,0.1411764705882353,0.0
2910,NELLY,THE CHAMP,RAP,0.5290683229813665,0.6122448979591836,0.0117647058823529,0.0
2911,AVRIL LAVIGNE,WISH YOU WERE HERE,"POP-ROCK,CANADA,POP",0.3849378881987578,0.6530612244897959,0.0588235294117647,0.0
2912,NICKELBACK,WHEN WE STAND TOGETHER,ROCK,0.23399209486166,0.4387755102040815,0.1647058823529411,0.0
2913,DAUGHTRY,CRAWLING BACK TO YOU,ROCK,0.8521739130434783,0.4081632653061224,0.0941176470588235,0.0
2914,JASON DERULO,IT GIRL,"POP,R&;B",0.8363354037267081,0.1632653061224489,0.2352941176470588,0.0
2915,LIL WAYNE,SHE WILL,RAP,0.8838509316770187,0.0204081632653061,0.2235294117647059,0.0
2916,3OH!3,SET YOU FREE,POP,0.5917184265010352,0.4918367346938775,0.24,0.0
2917,WALE,THAT WAY,RAP,0.243271221532091,0.4897959183673468,0.188235294117647,0.0
2918,B.O.B,PLAY THE GUITAR,RAP,0.3013457556935818,0.9897959183673468,0.0,0.0
2919,BLAKE SHELTON,GOD GAVE ME YOU,"COUNTRY,ROCK",0.9472049689440992,0.2142857142857142,0.2705882352941177,0.0
2920,JUSTIN BIEBER,MISTLETOE,"HOLIDAY,CHRISTMAS,CANADA,POP",0.7043478260869566,0.1020408163265306,0.0941176470588235,0.0
2921,LADY ANTEBELLUM,WE OWNED THE NIGHT,COUNTRY,0.7552230378317335,0.3061224489795918,0.2117647058823529,0.0
2922,LIL WAYNE,BLUNT BLOWIN,RAP,0.239751552795031,0.3265306122448979,0.0470588235294117,0.0
2923,MAC MILLER,DONALD TRUMP,"PRODUCER,RAP",0.4614906832298137,0.7551020408163265,0.0588235294117647,0.0
2924,V.I.C.,WOBBLE,RAP,0.5950621118012422,0.9489795918367346,0.0,0.0
2925,SKRILLEX,FIRST OF THE YEAR,"DANCE,ELECTRO,DUBSTEP,ELECTRONIC,POP",0.9507246376811592,0.8571428571428571,0.0117647058823529,0.0
2926,ROSCOE DASH,GOOD GOOD NIGHT,RAP,0.7096273291925467,0.9183673469387754,0.0235294117647058,0.0
2927,ADAM LAMBERT,BETTER THAN I KNOW MYSELF,"POP,GLAM ROCK,POP-ROCK,BALLAD",0.562857142857143,0.4428571428571428,0.1458823529411764,0.0
2928,JUSTIN BIEBER,DRUMMER BOY,"CHRISTMAS,RAP,CANADA,POP",0.8389751552795032,0.8673469387755102,0.0,0.0
2929,THE SCRIPT,NOTHING,"IRELAND,ROCK",0.8033385093167702,0.3163265306122448,0.2117647058823529,0.0
2930,MAC MILLER,KNOCK KNOCK,RAP,0.7149068322981367,0.3122448979591836,0.1576470588235294,0.0
2931,MIRANDA LAMBERT,BAGGAGE CLAIM,COUNTRY,0.8254658385093168,0.4387755102040815,0.2117647058823529,0.0
2932,DEV,IN THE DARK,RAP,0.6409937888198758,0.1020408163265306,0.2117647058823529,0.0
2933,T,BANG BANG POW POW,"R&;B,RAP",0.3387422360248447,0.4795918367346938,0.0,0.0
2934,GLEE CAST,SURVIVOR / I WILL SURVIVE,POP,0.9524844720496894,0.4489795918367346,0.1694117647058823,0.0
2935,GLEE CAST,MAN IN THE MIRROR,POP,0.9577639751552796,0.6122448979591837,0.1270588235294117,0.0
2936,NICKI MINAJ,ROMAN IN MOSCOW,RAP,0.9788819875776398,0.6428571428571428,0.0,0.0
2937,TAYLOR SWIFT,SPARKS FLY,"POP-ROCK,COUNTRY,POP",0.1643300798580302,0.1632653061224489,0.2117647058823529,0.0
2938,GLEE CAST,ABC,"SCREEN,SOUNDTRACK,POP",0.7113871635610767,0.3122448979591836,0.1576470588235294,0.0
2939,KELLY CLARKSON,I'LL BE HOME FOR CHRISTMAS,"CHRISTMAS,POP",0.9419254658385092,0.5122448979591836,0.1058823529411764,0.0
2940,ACE HOOD,BODY 2 BODY,"R&;B,RAP",0.7465838509316771,0.6530612244897959,0.1294117647058823,0.0
2941,GLEE CAST,GIRLS JUST WANT TO HAVE FUN,"SCREEN,SOUNDTRACK,POP",0.7479917184265011,0.5755102040816326,0.1247058823529411,0.0
2942,GLEE CAST,I KISSED A GIRL,POP,0.4438923395445135,0.3816326530612245,0.1905882352941176,0.0
2943,BIG SEAN,MARVIN & CHARDONNAY,RAP,0.7122670807453416,0.3163265306122448,0.2117647058823529,0.0
2944,GLEE CAST,RUMOUR HAS IT / SOMEONE LIKE YOU,POP,0.6673913043478261,0.1020408163265306,0.0117647058823529,0.0
2945,GLEE CAST,I'M THE ONLY ONE,POP,0.164848602484472,0.2979591836734693,0.2094117647058823,0.0
2946,GLEE CAST,CONSTANT CRAVING,"SCREEN,SOUNDTRACK,POP",0.6753105590062112,0.2714285714285714,0.1576470588235294,0.0
2947,ENRIQUE IGLESIAS,I LIKE HOW IT FEELS,POP,0.9313664596273292,0.7448979591836734,0.0117647058823529,0.0
2948,MICHAEL BUBLE,IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS,"HOLIDAY,CHRISTMAS,JAZZ,POP",0.918167701863354,0.3469387755102041,0.2117647058823529,0.0
2949,JAY-Z & KANYE WEST,OTIS,"RAP,PRODUCER",0.2454710144927536,0.1122448979591836,0.2117647058823529,1.0
2950,THE BAND PERRY,IF I DIE YOUNG,COUNTRY,0.2578527062999113,0.1326530612244897,0.6,0.0
2951,ALEXANDRA STAN,MR. SAXOBEAT,"DANCE-POP,EURODANCE,DANCE,POP",0.2477965099083112,0.2040816326530612,0.2117647058823529,0.0
2952,JERROD NIEMANN,ONE MORE DRINKIN' SONG,"ROCK,COUNTRY",0.5829192546583851,0.7244897959183673,0.188235294117647,0.0
2953,RIHANNA,CHEERS,"R&;B,POP",0.5475465838509317,0.0612244897959183,0.188235294117647,0.0
2954,NICKELBACK,LULLABY,ROCK,0.814811275680841,0.2938775510204081,0.1788235294117647,0.0
2955,PITBULL,RAIN OVER ME,"POP,RAP",0.5475465838509317,0.2959183673469387,0.1999999999999999,0.0
2956,DARIUS RUCKER,I GOT NOTHIN',"COUNTRY,ROCK",0.8380952380952382,0.846938775510204,0.0941176470588235,0.0
2957,MANA,EL VERDADERO AMOR PERDONA,"EN ESPA\XC3\XB1OL,POP",0.8921472937000888,0.2795918367346938,0.2164705882352941,0.0
2958,ELI YOUNG BAND,CRAZY GIRL,"CANADA,COUNTRY",0.1658385093167702,0.2959183673469387,0.4,0.0
2959,BRANTLEY GILBERT,COUNTRY MUST BE COUNTRY WIDE,"COUNTRY,ROCK",0.2419064520218025,0.5,0.2235294117647059,0.0
2960,TAYLOR SWIFT,IF THIS WAS A MOVIE,"COUNTRY,POP",0.3659796725014116,0.0918367346938775,0.0,0.0
2961,DRAKE,HATE SLEEPING ALONE,"R&;B,CANADA,RAP",0.7032919254658386,0.3163265306122448,0.1835294117647058,0.0
2962,GLEE CAST,YOU AND I / YOU AND I,POP,0.9527950310559008,0.4489795918367346,0.1694117647058823,0.0
2963,GLEE CAST,I CAN'T GO FOR THAT / YOU MAKE MY DREAMS,POP,0.4789130434782609,0.3591836734693877,0.1952941176470588,0.0
2964,GLEE CAST,HIT ME WITH YOUR BEST SHOT / ONE WAY OR ANOTHER,POP,0.660351966873706,0.1428571428571428,0.2117647058823529,0.0
2965,DRAKE,WE'LL BE FINE,"CANADA,RAP",0.1693581780538302,0.3081632653061224,0.2423529411764705,0.0
2966,BLAKE SHELTON,FOOTLOOSE,"COUNTRY,ROCK",0.5047826086956522,0.6326530612244897,0.0,0.0
2967,DRAKE,SHOT FOR ME,"R&;B,CANADA,RAP",0.8433747412008282,0.3795918367346939,0.2070588235294117,0.0
2968,TAYLOR SWIFT,SUPERMAN,"COUNTRY,POP",0.6731987577639752,0.2040816326530611,0.1929411764705882,0.0
2969,BAD MEETS EVIL,LIGHTERS,"POP,RAP",0.9155279503105592,0.0306122448979591,0.2352941176470588,0.0
2970,MATT NATHANSON,RUN,"ROCK,POP,COUNTRY",0.7170186335403728,0.5877551020408163,0.1529411764705882,0.0
2971,MAC MILLER,SMILE BACK,"TRAP,CONSCIOUS HIP-HOP,RAP",0.1827329192546584,0.3306122448979591,0.2047058823529412,0.0
2972,GLEE CAST,UPTOWN GIRL,POP,0.2291925465838509,0.4714285714285713,0.16,0.0
2973,FAITH HILL,COME HOME,"COUNTRY,ROCK",0.7096273291925467,0.3163265306122448,0.1835294117647058,0.0
2974,RONNIE DUNN,COST OF LIVIN',COUNTRY,0.7244602188701568,0.8673469387755102,0.0705882352941176,0.0
2975,CHRIS BROWN,WET THE BED,"DMV,R&;B,RAP",0.3386727688787186,0.7755102040816326,0.0941176470588235,0.0
2976,GEORGE STRAIT,HERE FOR A GOOD TIME,"COUNTRY,ROCK",0.7677018633540373,0.4591836734693877,0.2117647058823529,0.0
2977,RED HOT CHILI PEPPERS,THE ADVENTURES OF RAIN DANCE MAGGIE,ROCK,0.4160869565217392,0.3775510204081632,0.1764705882352941,0.0
2978,TAYLOR SWIFT,HAUNTED,"POP-ROCK,COUNTRY,POP",0.1462289263531499,0.6326530612244897,0.0,0.0
2979,KEITH URBAN,LONG HOT SUMMER,COUNTRY,0.5389233954451347,0.4489795918367346,0.188235294117647,0.0
2980,LIL WAYNE,HOW TO LOVE,"R&;B,POP,RAP",0.7888198757763976,0.0408163265306122,0.2588235294117647,0.0
2981,KATY PERRY,LAST FRIDAY NIGHT,"DANCE-POP,POP",0.8521739130434783,0.0,0.2588235294117647,0.0
2982,HOT CHELLE RAE,TONIGHT TONIGHT,"ALTERNATIVE ROCK,POP-ROCK,DANCE-POP,POP,ROCK",0.6687111801242236,0.0612244897959183,0.3294117647058823,0.0
2983,RODNEY ATKINS,TAKE A BACK ROAD,"COUNTRY,ROCK",0.7149068322981367,0.2244897959183673,0.2470588235294117,0.0
2984,NEW BOYZ,BETTER WITH THE LIGHTS OFF,"R&;B,RAP",0.6814699792960662,0.3775510204081632,0.1999999999999999,0.0
2985,WALE,AMBITION,RAP,0.6145962732919255,0.446938775510204,0.1647058823529412,0.0
2986,MINDLESS BEHAVIOR,MRS. RIGHT,RAP,0.5459627329192547,0.7244897959183673,0.0941176470588235,0.0
2987,BOW WOW,SWEAT,RAP,0.7069875776397516,0.3387755102040816,0.2070588235294117,0.0
2988,KASKADE,LESSONS IN LOVE,POP,0.8908902691511388,0.2795918367346938,0.2164705882352941,0.0
2989,LLOYD,DEDICATION TO MY EX,"R&;B,RAP",0.4006708074534162,0.7959183673469387,0.0352941176470588,0.0
2990,BRITNEY SPEARS,I WANNA GO,"HI-NRG,DANCE-POP,POP",0.6163561076604555,0.0612244897959183,0.2117647058823529,0.0
2991,DJ KHALED,I'M ON ONE,"MOTOWN,PRODUCER,CANADA,RAP",0.3000887311446318,0.0918367346938775,0.2470588235294117,0.0
2992,LADY GAGA,THE EDGE OF GLORY,"ELECTRONIC ROCK,ELECTRONIC,ELECTRO-POP,DISCO,DANCE-POP,POP",0.5317080745341615,0.0204081632653061,0.2588235294117647,0.0
2993,TOBY KEITH,MADE IN AMERICA,"COUNTRY,ROCK",0.7958592132505177,0.3979591836734693,0.2117647058823529,0.0
2994,SEAN PAUL,GOT 2 LUV U,"POP,RAP",0.7518633540372671,0.846938775510204,0.0470588235294117,0.0
2995,DEMI LOVATO,SKYSCRAPER,"BALLAD,POP",0.8300000000000001,0.0918367346938775,0.1529411764705882,0.0
2996,WALE,FOCUSED,RAP,0.6325465838509318,0.2163265306122448,0.188235294117647,0.0
2997,MIGUEL,QUICKIE,"SOUL,SOUL POP,FUNK,R&;B",0.8944099378881988,0.6224489795918366,0.1411764705882353,0.0
2998,ANDY GRAMMER,KEEP YOUR HEAD UP,"ROCK,POP",0.98944099378882,0.5306122448979591,0.2117647058823529,0.0
2999,BEYONCE,BEST THING I NEVER HAD,"SOUL,NEO SOUL,SOUL POP,R&;B,POP",0.4169082125603865,0.1530612244897959,0.2117647058823529,0.0
3000,TRACE ADKINS,JUST FISHIN',COUNTRY,0.729689440993789,0.6122448979591836,0.2117647058823529,0.0
3001,CHINA ANNE MCCLAIN,CALLING ALL THE MONSTERS,"DISNEY,SOUNDTRACK,POP",0.7782608695652175,0.8673469387755102,0.0,0.0
3002,TYGA,STILL GOT IT,RAP,0.98944099378882,0.5938775510204081,0.1035294117647059,0.0
3003,JENNIFER LOPEZ,PAPI,"POP,RAP",0.7716614906832299,0.9693877551020408,0.0117647058823529,0.0
3004,EVANESCENCE,LOST IN PARADISE,"BALLAD,PIANO,ROCK",0.5206211180124224,0.4714285714285713,0.1011764705882352,0.0
3005,MATT NATHANSON,FASTER,POP,0.797459062676454,0.7448979591836734,0.1176470588235294,0.0
3006,JAKE OWEN,BAREFOOT BLUE JEAN NIGHT,"COUNTRY,R&;B,ROCK",0.4361490683229814,0.2040816326530612,0.2588235294117647,0.0
3007,JASON ALDEAN,DIRT ROAD ANTHEM,"COUNTRY,ROCK",0.9487133984028392,0.0612244897959183,0.2941176470588235,0.0
3008,GLEE CAST,FIX YOU,"SCREEN,SOUNDTRACK,POP",0.5684886128364389,0.5265306122448978,0.1388235294117647,0.0
3009,T.I.,I'M FLEXIN',RAP,0.5248447204968945,0.4816326530612244,0.1035294117647058,0.0
3010,KENNY CHESNEY,YOU AND TEQUILA,"COUNTRY,ROCK",0.7360248447204969,0.3265306122448979,0.2117647058823529,0.0
3011,GLEE CAST,RUN THE WORLD,POP,0.5494824016563148,0.310204081632653,0.1858823529411764,0.0
3012,STEVE HOLY,LOVE DON'T RUN,POP,0.5116459627329193,0.7857142857142856,0.0588235294117647,0.0
3013,WIZ KHALIFA,NO SLEEP,RAP,0.9788819875776398,0.0510204081632653,0.1529411764705882,0.0
3014,KELLY ROWLAND,MOTIVATION,"R&;B,RAP",0.7352126134734831,0.1632653061224489,0.2705882352941177,0.0
3015,GLEE CAST,SOMEWHERE,POP,0.7264257481648787,0.4387755102040815,0.2023529411764705,0.0
3016,JASON DERULO,FIGHT FOR YOU,"POP,R&;B",0.4590909090909091,0.3510204081632652,0.1905882352941176,0.0
3017,BLINK,AFTER MIDNIGHT,"POP-ROCK,POP,PUNK ROCK,POP-PUNK,ROCK",0.8512140033879164,0.5163265306122449,0.1247058823529411,0.0
3018,COLDPLAY,EVERY TEARDROP IS A WATERFALL,"UK,ELECTRONIC,ELECTRONIC ROCK,ALTERNATIVE POP,ALTERNATIVE,ALTERNATIVE ROCK,POP-ROCK,POP,ROCK",0.6168589174800356,0.1326530612244897,0.188235294117647,0.0
3019,CRAIG CAMPBELL,FISH,POP,0.9260869565217392,0.836734693877551,0.0941176470588235,0.0
3020,KREAYSHAWN,GUCCI GUCCI,"WEST COAST,RAP",0.4900000000000001,0.5714285714285714,0.0941176470588235,0.0
3021,FOO FIGHTERS,WALK,"POST-GRUNGE,GRUNGE,ALTERNATIVE ROCK,INDIE ROCK,HARD ROCK,ROCK",0.9788819875776398,0.836734693877551,0.1294117647058823,1.0
3022,TYGA,FAR AWAY,RAP,0.9155279503105592,0.8673469387755102,0.0588235294117647,0.0
3023,ZAC BROWN BAND,KNEE DEEP,"COUNTRY,ROCK",0.8732919254658386,0.173469387755102,0.2117647058823529,0.0
3024,GLEE CAST,IT'S NOT UNUSUAL,POP,0.415734989648033,0.3755102040816326,0.1694117647058823,0.0
3025,GLEE CAST,YOU CAN'T STOP THE BEAT,"TV,COVER,POP",0.5422670807453416,0.310204081632653,0.1858823529411764,0.0
3026,BIRDMAN,Y.U. MAD,RAP,0.9260869565217392,0.6591836734693877,0.0894117647058823,0.0
3027,DEMI LOVATO,FIX A HEART,"R&;B,POP",0.8108178053830227,0.4653061224489795,0.1694117647058823,0.0
3028,GLEE CAST,WE GOT THE BEAT,"SOUNDTRACK,COVER,POP",0.1487816531294792,0.2408163265306122,0.1764705882352941,0.0
3029,BILLY CURRINGTON,LOVE DONE GONE,"COUNTRY,ROCK",0.235527950310559,0.5816326530612245,0.1529411764705882,0.0
3030,DEMI LOVATO,UNBROKEN,"POP,R&;B",0.239751552795031,0.3448979591836735,0.1694117647058823,0.0
3031,CHRIS BROWN,BEAUTIFUL PEOPLE,"ITALY,DMV,EURODANCE,ELECTRO HOUSE,R&;B",0.1959512307338394,0.4285714285714285,0.0235294117647058,0.0
3032,THE BLACK EYED PEAS,JUST CAN'T GET ENOUGH,"POP,ELECTRONIC,RAP",0.7069875776397516,0.0204081632653061,0.3411764705882353,0.0
3033,HUGH LAURIE,POLICE DOG BLUES,"R&;B,BLUES,ROCK",0.8891304347826088,0.5816326530612245,0.0,0.0
3034,DAVID GUETTA,WHERE THEM GIRLS AT,"ELECTRO-POP,DANCE,POP",0.6510248447204969,0.1326530612244897,0.2117647058823529,0.0
3035,LUPE FIASCO,OUT OF MY HEAD,"R&;B,RAP",0.5068944099378881,0.3979591836734693,0.1764705882352941,0.0
3036,DIERKS BENTLEY,AM I THE ONLY ONE,"COUNTRY,ROCK",0.6739906832298137,0.3877551020408162,0.2117647058823529,0.0
3037,"TONY BENNETT, AMY WINEHOUSE",BODY AND SOUL,"SOUL,JAZZ,R&;B",0.6900177462289263,0.3612244897959183,0.2070588235294117,1.0
3038,JENNIFER LOPEZ,ON THE FLOOR,"DANCE-POP,DANCE,RAP,POP",0.8229335881509795,0.0204081632653061,0.3176470588235294,0.0
3039,JOJO,DISASTER,"R&;B,ROCK",0.7972670807453416,0.4285714285714285,0.1999999999999999,0.0
3040,SCOTTY MCCREERY,I LOVE YOU THIS BIG,"AMERICAN IDOL,COUNTRY,ROCK",0.313136645962733,0.1020408163265306,0.1647058823529411,0.0
3041,PISTOL ANNIES,HELL ON HEELS,COUNTRY,0.847172278522393,0.5510204081632653,0.0117647058823529,0.0
3042,KATY PERRY,E.T.,"REMIX,HIP-HOP,ELECTRONIC,RAP,POP",0.1375676217190943,0.0,0.3294117647058823,0.0
3043,LIL WAYNE,MEGAMAN,RAP,0.71959972394755,0.3999999999999999,0.2211764705882353,0.0
3044,LUKE BRYAN,COUNTRY GIRL,"COUNTRY,ROCK",0.7085714285714286,0.2142857142857142,0.2117647058823529,0.0
3045,YOUNG THE GIANT,MY BODY,ROCK,0.9472049689440992,0.4346938775510204,0.1811764705882353,0.0
3046,LIL WAYNE,IT'S GOOD,"GANGSTA RAP,HARDCORE HIP-HOP,RAP",0.4995031055900621,0.3469387755102041,0.1952941176470588,0.0
3047,LIL WAYNE,HOW TO HATE,RAP,0.6900931677018635,0.4448979591836735,0.1976470588235294,0.0
3048,LIL WAYNE,NIGHTMARES OF THE BOTTOM,RAP,0.8643167701863355,0.4734693877551021,0.1129411764705882,0.0
3049,LIL WAYNE,PRESIDENT CARTER,RAP,0.6924689440993789,0.410204081632653,0.1976470588235294,0.0
3050,LIL WAYNE,SO SPECIAL,RAP,0.5559660019614253,0.3061224489795918,0.1999999999999999,0.0
3051,TRAIN,"SAVE ME, SAN FRANCISCO",ROCK,0.8556935817805383,0.7551020408163265,0.1058823529411764,0.0
3052,CHRIS BROWN,SHE AIN'T YOU,"DMV,POP,R&;B",0.3161928090280815,0.2653061224489795,0.2117647058823529,0.0
3053,BRUNO MARS,THE LAZY SONG,"POP-ROCK,R&;B,POP",0.668944099378882,0.0306122448979591,0.2941176470588235,0.0
3054,MAC MILLER,FRICK PARK MARKET,RAP,0.8204968944099379,0.6020408163265305,0.0,0.0
3055,JENNIFER LOPEZ,I'M INTO YOU,"RAP,POP",0.967443064182195,0.4081632653061224,0.1529411764705882,0.0
3056,DAVID GUETTA,NIGHT OF YOUR LIFE,"DANCE,POP",0.5623878536922016,0.3428571428571428,0.1647058823529411,0.0
3057,JASON DERULO,DON'T WANNA GO HOME,"DANCE-POP,ELECTRO-POP,POP,R&;B",0.4896480331262939,0.1326530612244897,0.1529411764705882,0.0
3058,MAROON 5,NEVER GONNA LEAVE THIS BED,POP,0.9366459627329192,0.5510204081632653,0.188235294117647,0.0
3059,FLORENCE + THE MACHINE,WHAT THE WATER GAVE ME,"ART POP,ART ROCK,INDIE ROCK,INDIE POP,ALTERNATIVE,ALTERNATIVE ROCK,ROCK",0.9472049689440992,0.4346938775510203,0.1811764705882353,0.0
3060,RIHANNA,MAN DOWN,"GANGSTA RAP,REGGAE,R&;B,POP",0.8537577639751553,0.5918367346938775,0.1411764705882353,0.0
3061,CHRISTINA PERRI,ARMS,ROCK,0.9342092689918776,0.9489795918367346,0.0,0.0
3062,TINIE TEMPAH,TILL I'M GONE,"UK RAP,UK,RAP",0.98944099378882,0.9081632653061223,0.0235294117647058,0.0
3063,BLAKE SHELTON,HONEY BEE,"COUNTRY,ROCK",0.9345341614906832,0.1224489795918367,0.2117647058823529,0.0
3064,JASON ALDEAN WITH KELLY CLARKSON,DON'T YOU WANNA STAY,COUNTRY,0.4927766275592362,0.3061224489795918,0.3411764705882353,0.0
3065,JAY-Z & KANYE WEST,WHO GON STOP ME,"RAP,PRODUCER",0.7562629399585922,0.4387755102040815,0.0,0.0
3066,RIHANNA,CALIFORNIA KING BED,"R&;B,POP",0.7616681455190772,0.3673469387755101,0.1411764705882353,0.0
3067,NICOLE SCHERZINGER,DON'T HOLD YOUR BREATH,"RAP,R&;B",0.4655780404728512,0.183673469387755,0.2164705882352941,0.0
3068,WIZ KHALIFA,ON MY LEVEL,RAP,0.929606625258799,0.520408163265306,0.0823529411764705,0.0
3069,BRAD PAISLEY,OLD ALABAMA,"COUNTRY,ROCK",0.7518633540372671,0.3775510204081632,0.2117647058823529,0.0
3070,LUPE FIASCO,THE SHOW GOES ON,RAP,0.7108456760630674,0.0816326530612244,0.3647058823529412,0.0
3071,MIGUEL,SURE THING,"SOUL,SOUL POP,R&;B",0.7993788819875777,0.3571428571428571,0.2470588235294117,0.0
3072,BIG SEAN,MY LAST,RAP,0.1382677708764665,0.2959183673469387,0.2235294117647059,0.0
3073,EVANESCENCE,WHAT YOU WANT,ROCK,0.2414409937888199,0.4163265306122449,0.1858823529411764,0.0
3074,T.I.,WE DON'T GET DOWN LIKE Y'ALL,RAP,0.9155279503105592,0.5530612244897959,0.1294117647058823,0.0
3075,TREY SONGZ,UNUSUAL,"R&;B,RAP",0.8627329192546584,0.6836734693877551,0.1058823529411764,0.0
3076,CHRIS BROWN,LOOK AT ME NOW,"DMV,EAST COAST,RAP",0.2080745341614907,0.0510204081632653,0.2941176470588235,0.0
3077,ERIC CHURCH,HOMEBOY,"COUNTRY,ROCK",0.7404244306418221,0.5306122448979591,0.2235294117647059,0.0
3078,T,BEST LOVE SONG,R&;B,0.4965021248774109,0.3265306122448979,0.2117647058823529,0.0
3079,JUSTIN MOORE,IF HEAVEN WASN'T SO FAR AWAY,"COUNTRY,ROCK",0.9472049689440992,0.4897959183673468,0.2117647058823529,0.0
3080,FIVE FINGER DEATH PUNCH,UNDER AND OVER IT,"NU-METAL,ALTERNATIVE METAL,HARD ROCK,THRASH METAL,METAL,HEAVY METAL,GROOVE METAL,ROCK",0.8639061421670118,0.473469387755102,0.1129411764705882,0.0
3081,MAT KEARNEY,SHIPS IN THE NIGHT,ROCK,0.7611024844720498,0.5938775510204082,0.0752941176470588,0.0
3082,LIL WAYNE,JOHN,RAP,0.465330321852061,0.2142857142857142,0.2117647058823529,0.0
3083,DJ DRAMA,OH MY,RAP,0.6168589174800356,0.9591836734693876,0.0117647058823529,0.0
3084,CHRIS YOUNG,TOMORROW,"COUNTRY,ROCK",0.6170600414078675,0.3571428571428571,0.2235294117647059,0.0
3085,TAYLOR SWIFT,MEAN,"BLUEGRASS,COUNTRY",0.1561242236024844,0.1020408163265306,0.2117647058823529,1.0
3086,"SELENA GOMEZ, THE SCENE",WHO SAYS,POP,0.9788819875776398,0.2040816326530612,0.2117647058823529,0.0
3087,ENRIQUE IGLESIAS WITH USHER,DIRTY DANCER,"LATIN POP,POP",0.1461283643892339,0.173469387755102,0.1176470588235294,0.0
3088,FRANK OCEAN,NOVACANE,R&;B,0.5881987577639752,0.8265306122448979,0.0235294117647058,0.0
3089,KIRK FRANKLIN,I SMILE,"GOSPEL,RELIGION,CHRISTIAN,R&;B,POP",0.5095341614906832,0.8571428571428571,0.188235294117647,0.0
3090,P!NK,FUCKIN' PERFECT,"POP-ROCK,ADULT CONTEMPORARY,BALLAD,POP,ROCK",0.2633836143152914,0.010204081632653,0.3294117647058823,0.0
3091,50 CENT,OUTLAW,RAP,0.6304347826086957,0.3775510204081632,0.268235294117647,0.0
3092,YC,RACKS,RAP,0.9115683229813664,0.4183673469387755,0.1764705882352941,0.0
3093,TAYLOR SWIFT,THE STORY OF US,"POP-PUNK,POP-ROCK,COUNTRY,POP",0.6330745341614907,0.4081632653061224,0.1176470588235294,0.0
3094,ACE HOOD,HUSTLE HARD,RAP,0.8033385093167702,0.6020408163265305,0.1647058823529411,0.0
3095,KE$HA,BLOW,"ELECTRO-POP,POP",0.8383659818442428,0.0612244897959183,0.2823529411764706,0.0
3096,KATY PERRY,FIREWORK,"ADULT CONTEMPORARY,DANCE-POP,ROCK,POP",0.8240165631469979,0.0,0.4352941176470588,0.0
3097,THE BAND PERRY,YOU LIE,"COUNTRY,ROCK",0.829296066252588,0.4183673469387755,0.2117647058823529,0.0
3098,COLBIE CAILLAT,WHAT IF,ROCK,0.3082251082251082,0.2142857142857142,0.1670588235294117,0.0
3099,SEETHER,COUNTRY SONG,"ROCK,POST-GRUNGE,ALTERNATIVE METAL",0.6210489993098689,0.7244897959183673,0.188235294117647,0.0
3100,WIZ KHALIFA,ROLL UP,RAP,0.9260869565217392,0.1224489795918367,0.2352941176470588,0.0
3101,LINKIN PARK,IRIDESCENT,"BALLAD,ALTERNATIVE ROCK,ROCK",0.7512034161490684,0.8163265306122448,0.0117647058823529,0.0
3102,JOSH TURNER,I WOULDN'T BE A MAN,"COUNTRY,ROCK",0.7149068322981367,0.1244897959183673,0.2776470588235294,0.0
3103,JAVIER COLON,STITCH BY STITCH,POP,0.8732919254658386,0.1632653061224489,0.0,0.0
3104,DON OMAR,TABOO,"POP,REGGAETON,EN ESPA\XC3\XB1OL",0.6944487577639752,0.3367346938775509,0.2070588235294117,0.0
3105,DIA FRAMPTON,INVENTING SHADOWS,POP,0.7538084341288004,0.5061224489795917,0.1176470588235294,0.0
3106,"BLAKE SHELTON, DIA FRAMPTON",I WON'T BACK DOWN,ROCK,0.7165740438051652,0.336734693877551,0.2305882352941176,0.0
3107,TINIE TEMPAH,WRITTEN IN THE STARS,"RAPCORE,RAP",0.4097515527950311,0.1122448979591836,0.2117647058823529,0.0
3108,DAVID GUETTA,LITTLE BAD GIRL,"ELECTRO HOUSE,DANCE,POP",0.3664596273291925,0.2408163265306122,0.0729411764705882,0.0
3109,DIA FRAMPTON,HEARTLESS,POP,0.9366459627329192,0.5714285714285714,0.0235294117647058,0.0
3110,PITBULL,SHAKE SENORA,"POP,ELECTRO-POP,RAP",0.1130434782608695,0.693877551020408,0.0,0.0
3111,DIA FRAMPTON,LOSING MY RELIGION,POP,0.5174534161490684,0.5408163265306122,0.0,0.0
3112,COLDPLAY,MOVING TO MARS,ROCK,0.4562111801242237,0.2877551020408163,0.1905882352941176,0.0
3113,NEW BOYZ,BACKSEAT,RAP,0.8165372670807454,0.2551020408163265,0.2117647058823529,0.0
3114,COLDPLAY,MAJOR MINUS,"UK,ALTERNATIVE,ALTERNATIVE ROCK,ROCK",0.3629399585921324,0.3204081632653061,0.1035294117647059,0.0
